t,vy,ay,y_real,y_pred
0.55,-6.719791,-115.2805,-2.061255,-1.7635064
0.5666667,-6.722242,115.2518,-2.285248,-1.901452
0.5833333,0.0003907413,230.3668,-2.28533,-1.8936074
0.6,-0.0005631508,0.005119632,-2.285235,-2.117626
0.6166667,-0.002583551,-0.02058116,-2.285349,-2.1159947
0.6333333,0.0009499801,0.0,-2.285321,-2.1144474
0.65,0.0,0.0,-2.285317,-2.1128592
0.0,0.0,0.0,-0.01379688,-0.84288454
0.01666667,0.0001234528,0.0,-0.01381434,-0.87767196
0.03333333,0.001156163,0.01738868,-0.01379277,-0.9125122
0.05,0.000561509,-100.9592,-0.0137758,-0.7865295
0.06666667,-2.943715,-50.54008,-0.01377405,-0.8412539
0.08333333,-2.945434,50.4156,-0.1118996,-0.79275227
0.1,-0.002209718,100.9355,-0.1119552,-0.88829976
0.1166667,-0.0009207444,0.03846195,-0.1119733,-1.0864081
0.1333333,-0.001005268,-0.004008097,-0.1119859,-1.1211221
0.15,-0.001162553,-87.35443,-0.1120068,-1.0168438
0.1666667,-2.548796,-43.92566,-0.1120246,-1.0771463
0.1833333,-2.556191,42.85338,-0.1969667,-1.0718122
0.2,-0.02874026,77.22643,-0.197231,-1.1675192
0.2166667,-0.310194,-4.693619,-0.1979247,-1.2790306
0.2333333,-0.2999237,5.257126,-0.2075708,-1.3299396
0.25,-0.01743981,9.851417,-0.2079222,-1.379845
0.2666667,-0.01077012,-277.8601,-0.2081521,-0.96668726
0.2833333,-8.120179,-138.8338,-0.2082812,-1.1211386
0.3,-8.116308,139.2694,-0.4788247,-1.2592425
0.3166667,-0.0,278.2734,-0.4788247,-1.2506238
0.3333333,-0.0,-0.0,-0.4788247,-1.5439074
0.35,-0.0,-0.0,-0.4788247,-1.5807267
0.3666667,-0.0,-29.83292,-0.4788247,-1.5713986
0.3833333,-0.8701268,-65.1035,-0.4788247,-1.5432054
0.4,-2.333915,-102.8561,-0.507829,-1.5040412
0.4166667,-4.166927,-34.54876,-0.5566219,-1.624502
0.4333333,-3.961263,116.7672,-0.6467265,-1.5630232
0.45,-0.03870965,166.1975,-0.688664,-1.5984585
0.4666667,2.124935,-376.1785,-0.6480169,-1.2820916
0.4833333,-11.16753,-264.2983,-0.6178329,-1.3322842
0.5,-12.07305,175.9201,-1.020268,-1.7617038
0.5166667,-0.0,413.9331,-1.020268,-1.7120583
0.5333333,-0.0,-0.0,-1.020268,-1.98574
0.55,-0.0,-0.0,-1.020268,-2.0225594
0.5666667,-0.0,-89.49897,-1.020268,-1.9209356
0.5833333,-2.610387,-44.65597,-1.020268,-1.9957608
0.6,-2.607659,44.7311,-1.107281,-2.0980353
0.6166667,0.0008275093,23.80526,-1.10719,-2.1543498
0.6333333,-1.915653,-32.99527,-1.107253,-2.0580337
0.65,-1.917461,-537.557,-1.171045,-1.2443165
0.6666667,-16.63938,-219.505,-1.171168,-1.7802892
0.6833333,-16.63567,285.1804,-1.725691,-2.2007475
0.7,-0.003780364,570.3429,-1.725691,-1.9300394
0.7166667,-0.002556665,0.1086304,-1.725817,-2.1066837
0.7333333,0.001890054,0.1247893,-1.725776,-2.105131
0.75,0.0008043499,-400.9682,-1.725754,-1.4579552
0.7666667,-11.69328,-200.4838,-1.725749,-1.7588938
0.7833333,-11.69342,200.7315,-2.11553,-2.1395411
0.8,0.008096885,401.0114,-2.11553,-1.949701
0.8166667,0.00679557,-0.1929413,-2.11526,-2.0966954
0.8333333,-0.002229668,-0.2712139,-2.115303,-2.0949674
0.85,-0.0009283537,0.06053114,-2.115334,-2.0939171
0.8666667,-0.0,-87.16723,-2.115334,-1.951933
0.8833333,-2.543306,-44.4432,-2.115334,-2.0147274
0.9,-2.567913,43.18949,-2.200111,-2.1541495
0.9166667,-0.02426303,87.57128,-2.200931,-2.169333
0.9333333,-0.001275056,0.744218,-2.20092,-2.0870845
0.95,-0.003538153,-0.0446825,-2.200974,-2.0842242
0.9666667,-0.002728358,0.0,-2.201038,-2.082711
0.9833333,0.0,0.0,-2.201065,-2.0811293
0.0,0.0,0.0,-0.3391718,-0.84288454
0.01666667,-0.9651617,0.0,-0.3386192,-0.828753
0.03333333,-0.9858962,16.13736,-0.3713439,-0.83597726
0.05,-0.005695319,33.6693,-0.3714824,-0.8988075
0.06666667,-0.002567946,0.11217,-0.3715337,-0.98212814
0.08333333,-0.002166948,0.02988056,-0.371568,-1.0167922
0.1,-0.001752678,-122.4624,-0.371606,-0.85658514
0.1166667,-3.573723,-61.20373,-0.3716264,-0.927648
0.1333333,-3.57311,61.27433,-0.4907301,-0.86864436
0.15,-3.727494e-15,122.5066,-0.4907301,-0.9649793
0.1666667,-0.0,2.236497e-13,-0.4907301,-1.1907244
0.1833333,-0.0,-0.0,-0.4907301,-1.2255081
0.2,-0.0,-133.2138,-0.4907301,-1.0482217
0.2166667,-3.885402,-66.60689,-0.4907301,-1.136462
0.2333333,-3.885402,66.60689,-0.6202435,-1.0926211
0.25,-0.0,133.2138,-0.6202435,-1.1800203
0.2666667,-0.0,-0.0,-0.6202435,-1.3994281
0.2833333,-0.0,-79.23444,-0.6202435,-1.3108839
0.3,-2.311004,-39.15358,-0.6202435,-1.3819396
0.3166667,-2.297482,39.96495,-0.697277,-1.4187438
0.3333333,0.01690342,79.067,-0.6968262,-1.48216
0.35,0.003568121,-0.5196664,-0.6967135,-1.5799658
0.3666667,0.0001499529,-0.3687008,-0.6967073,-1.6169777
0.3833333,-0.007298205,-352.0506,-0.6967085,-1.1097014
0.4,-10.2716,-175.8344,-0.6969505,-1.2957929
0.4166667,-10.26434,176.2091,-1.039095,-1.5498135
0.4333333,-7.454988e-15,351.9204,-1.039095,-1.516536
0.45,-0.0,4.472993e-13,-1.039095,-1.801643
0.4666667,-0.0,-0.0,-1.039095,-1.8384625
0.4833333,-0.0,-81.89436,-1.039095,-1.7486018
0.5,-2.388586,-40.32402,-1.039095,-1.8210297
0.5166667,-2.37041,41.30164,-1.118715,-1.908426
0.5333333,0.01942632,81.67882,-1.118109,-1.972563
0.55,0.00342665,-0.5134147,-1.118067,-2.0218062
0.5666667,0.004914331,0.01021878,-1.117995,-2.0594535
0.5833333,0.004005936,-0.09981815,-1.117903,-2.0960917
0.6,0.001267532,-531.3158,-1.117861,-1.2624308
0.6166667,-15.49334,-265.6435,-1.117861,-1.5727898
0.6333333,-15.49334,265.6001,-1.634306,-2.0938213
0.65,-0.0,531.2002,-1.634306,-1.9256389
0.6666667,-0.0,-0.0,-1.634306,-2.1112728
0.6833333,-0.0,-0.0,-1.634306,-2.1096864
0.7,-0.0,-359.9607,-1.634306,-1.5287178
0.7166667,-10.49885,-179.9803,-1.634306,-1.7987151
0.7333333,-10.49885,179.8735,-1.984268,-2.115709
0.75,-0.003116196,359.9469,-1.984268,-1.9456215
0.7666667,-0.001960739,-0.02398153,-1.984371,-2.1017118
0.7833333,-0.001679831,0.07242608,-1.984333,-2.100281
0.8,-0.001843684,-339.9639,-1.984427,-1.5513818
0.8166667,-9.91538,-169.9147,-1.984394,-1.8064038
0.8333333,-9.916371,169.9609,-2.31494,-2.1192667
0.85,-0.0,339.9899,-2.31494,-1.9586849
0.8666667,-0.0,-0.0,-2.31494,-2.0922346
0.8833333,-0.0,0.0,-2.31494,-2.0906482
0.9,0.0,0.0,-2.31494,-2.0890617
0.0,0.0,0.0,-1.136629,-0.84288454
0.01666667,-0.7957032,0.0,-1.136481,-0.83861786
0.03333333,-0.7978939,13.67592,-1.163153,-0.85162234
0.05,0.00438202,27.50374,-1.163078,-0.9111682
0.06666667,0.004232308,-0.03296777,-1.163007,-0.98208505
0.08333333,0.003411891,-0.05716297,-1.162936,-1.0168078
0.1,0.002163415,-110.2403,-1.162893,-0.8761506
0.1166667,-3.212152,-55.13963,-1.162864,-0.9413723
0.1333333,-3.213011,55.05073,-1.269965,-0.8961462
0.15,-0.0,110.1604,-1.269965,-0.98855615
0.1666667,-0.0,-0.0,-1.269965,-1.1907244
0.1833333,-0.0,-0.0,-1.269965,-1.2255081
0.2,-0.0,-78.18503,-1.269965,-1.1358252
0.2166667,-2.280397,-12.4275,-1.269965,-1.2395524
0.2333333,-1.502667,44.89412,-1.345978,-1.2365417
0.25,0.5580782,0.4944414,-1.320054,-1.3808562
0.2666667,-1.986936,-75.19383,-1.327375,-1.2564447
0.2833333,-2.408892,-58.50313,-1.386285,-1.314013
0.3,-3.130439,29.19335,-1.407672,-1.3630413
0.3166667,-2.481032,65.01997,-1.490633,-1.3619509
0.3333333,0.01429279,73.53317,-1.490373,-1.492866
0.35,-0.3369679,-6.322356,-1.490156,-1.5668987
0.3666667,-0.3450858,5.316338,-1.501605,-1.6216242
0.3833333,-0.01099046,4.781244,-1.501659,-1.6616294
0.4,-0.2095028,-3.213323,-1.501971,-1.6836975
0.4166667,-0.2000986,-297.0829,-1.508643,-1.2660519
0.4333333,-8.774331,-143.5042,-1.508641,-1.4374298
0.45,-8.772842,150.4336,-1.80112,-1.6255144
0.4666667,0.001263538,300.7999,-1.801069,-1.6029221
0.4833333,-0.0004084765,-0.05103748,-1.801078,-1.8751979
0.5,-0.0001644515,-256.3302,-1.801083,-1.5155898
0.5166667,-7.476644,-128.1654,-1.801084,-1.6608438
0.5333333,-7.476623,128.1714,-2.050305,-1.8232026
0.55,-0.0,256.3414,-2.050305,-1.8099273
0.5666667,-0.0,-0.0,-2.050305,-2.0593786
0.5833333,-0.0,-0.0,-2.050305,-2.096198
0.6,-0.0,-269.7933,-2.050305,-1.6833675
0.6166667,-7.868973,-134.8967,-2.050305,-1.8666344
0.6333333,-7.868973,134.8967,-2.312604,-2.0644307
0.65,-0.0,269.7933,-2.312604,-1.9374249
0.6666667,-0.0,-0.0,-2.312604,-2.1112728
0.6833333,-0.0,-0.0,-2.312604,-2.1096864
0.7,-0.0,0.0,-2.312604,-2.1080997
0.7166667,0.0,0.0,-2.312604,-2.1065133
0.0,0.0,0.0,-0.8749757,-0.84288454
0.01666667,0.00570145,0.0,-0.8747833,-0.8778262
0.03333333,-0.00236768,-0.2447806,-0.8747856,-0.9119976
0.05,-0.002551333,0.02538624,-0.8748622,-0.9472066
0.06666667,-0.0006057253,0.06518435,-0.8748707,-0.98210764
0.08333333,-0.0006988422,-76.22862,-0.8748824,-0.8954325
0.1,-2.223938,-38.1007,-0.874894,-0.9427818
0.1166667,-2.223591,38.13061,-0.9490137,-0.9300754
0.1333333,-0.0,76.23741,-0.9490137,-1.0140889
0.15,-0.0,-0.0,-0.9490137,-1.1559404
0.1666667,-0.0,-0.0,-0.9490137,-1.1907244
0.1833333,-0.0,-72.18749,-0.9490137,-1.1105888
0.2,-2.105469,-36.05672,-0.9490137,-1.1682831
0.2166667,-2.104389,36.19356,-1.019196,-1.1866391
0.2333333,0.003451174,72.26355,-1.01916,-1.2573665
0.25,0.003943901,-0.03853622,-1.019081,-1.3646919
0.2666667,0.001928046,-0.1139487,-1.019028,-1.3993001
0.2833333,1.162537e-05,-225.7102,-1.019017,-1.0843053
0.3,-6.581635,-112.8284,-1.019028,-1.2166685
0.3166667,-6.581291,112.8339,-1.238404,-1.2943411
0.3333333,-0.0,225.6443,-1.238404,-1.2923294
0.35,-0.0,-0.0,-1.238404,-1.5807267
0.3666667,-0.0,-0.0,-1.238404,-1.6175462
0.3833333,-0.0,-229.7188,-1.238404,-1.2990204
0.4,-6.700131,-114.8594,-1.238404,-1.4330196
0.4166667,-6.700131,114.8594,-1.461742,-1.5374047
0.4333333,-0.0,229.7188,-1.461742,-1.5297078
0.45,-0.0,-0.0,-1.461742,-1.801643
0.4666667,-0.0,-234.7675,-1.461742,-1.475308
0.4833333,-6.847387,-117.3838,-1.461742,-1.6114423
0.5,-6.847387,117.3838,-1.689988,-1.7401248
0.5166667,-0.0,234.7675,-1.689988,-1.7313702
0.5333333,-0.0,-0.0,-1.689988,-1.98574
0.55,-0.0,-0.0,-1.689988,-2.0225594
0.5666667,-0.0,-295.3527,-1.689988,-1.6025066
0.5833333,-8.614454,-147.6764,-1.689988,-1.764271
0.6,-8.614454,147.6764,-1.977137,-1.9889379
0.6166667,-0.0,295.3527,-1.977137,-1.9322019
0.6333333,-0.0,-0.0,-1.977137,-2.1144457
0.65,-0.0,-0.0,-1.977137,-2.1128592
0.6666667,-0.0,-0.0,-1.977137,-2.1112728
0.6833333,-0.0,-318.0722,-1.977137,-1.5977267
0.7,-9.277105,-159.0361,-1.977137,-1.8361199
0.7166667,-9.277105,159.0361,-2.286374,-2.0955224
0.7333333,2.981995e-14,318.1334,-2.286374,-1.9454225
0.75,0.001787447,0.03862348,-2.286374,-2.1034055
0.7666667,0.002020242,-0.04457738,-2.286314,-2.1016855
0.7833333,-0.0002900529,0.0,-2.286306,-2.1001668
0.8,0.0,0.0,-2.286324,-2.0985808
0.0,0.0,0.0,-1.497291,-0.84288454
0.01666667,0.006584533,0.0,-1.497039,-0.8778507
0.03333333,-0.001566235,-44.92052,-1.497071,-0.8408979
0.05,-1.303426,-22.30193,-1.497092,-0.8757069
0.06666667,-1.303141,22.29197,-1.540519,-0.88425183
0.08333333,-0.001999234,44.58186,-1.54053,-0.9566797
0.1,-0.003509573,-0.03169245,-1.540585,-1.051441
0.1166667,-0.00300556,0.03956262,-1.540647,-1.0863525
0.1333333,-0.002021694,-128.3851,-1.540685,-0.9167168
0.15,-3.747412,-64.17203,-1.540714,-0.9946086
0.1666667,-3.746559,64.25596,-1.665599,-0.9379962
0.1833333,-0.0,128.4534,-1.665599,-1.0321189
0.2,-0.0,-0.0,-1.665599,-1.2602922
0.2166667,-0.0,-0.0,-1.665599,-1.2950763
0.2333333,-0.0,-0.0,-1.665599,-1.3298602
0.25,-0.0,-157.3795,-1.665599,-1.116365
0.2666667,-4.590234,-78.68973,-1.665599,-1.2197618
0.2833333,-4.590234,78.68973,-1.818607,-1.2065127
0.3,-0.0,157.3795,-1.818607,-1.2516165
0.3166667,-0.0,-0.0,-1.818607,-1.5070881
0.3333333,-0.0,-0.0,-1.818607,-1.5439074
0.35,-0.0,-202.345,-1.818607,-1.2677255
0.3666667,-5.901729,-101.1725,-1.818607,-1.3901445
0.3833333,-5.901729,101.1725,-2.015331,-1.4537363
0.4,-0.0,202.345,-2.015331,-1.4517759
0.4166667,-0.0,-0.0,-2.015331,-1.7280043
0.4333333,-0.0,-0.0,-2.015331,-1.7648237
0.45,-0.0,-82.81157,-2.015331,-1.6735444
0.4666667,-2.415337,-44.02878,-2.015331,-1.7413387
0.4833333,-2.491841,39.22564,-2.095843,-1.8247454
0.5,-0.1018396,15.2002,-2.098393,-1.9343904
0.5166667,-2.022918,-31.50326,-2.099237,-1.8758867
0.5333333,-2.006808,34.88371,-2.165823,-1.97774
0.55,-0.01129831,-72.98239,-2.166131,-1.9095294
0.5666667,-4.131885,0.0,-2.1662,-2.0097399
0.5833333,0.0,0.0,-2.30386,-2.096198
0.0,0.0,0.0,-0.7803398,-0.84288454
0.01666667,-0.8279084,0.0,-0.7800875,-0.836743
0.03333333,-0.8403329,13.86623,-0.8079367,-0.84878814
0.05,-0.008165449,28.58917,-0.8080986,-0.908365
0.06666667,-0.005709502,0.1229167,-0.8082089,-0.98205835
0.08333333,-0.004124896,-105.9648,-0.8082889,-0.8479991
0.1,-3.096013,-52.93309,-0.8083464,-0.9093612
0.1166667,-3.094288,53.10409,-0.9114893,-0.86372435
0.1333333,-0.0,106.0899,-0.9114893,-0.9570813
0.15,-0.0,-0.0,-0.9114893,-1.1559404
0.1666667,-0.0,-0.0,-0.9114893,-1.1907244
0.1833333,-0.0,-0.0,-0.9114893,-1.2255081
0.2,-0.0,-139.3932,-0.9114893,-1.0383844
0.2166667,-4.065636,-69.69661,-0.9114893,-1.1295173
0.2333333,-4.065636,69.66363,-1.047011,-1.0833621
0.25,-0.0009620781,139.3929,-1.047011,-1.1681645
0.2666667,-0.0004898925,0.02458738,-1.047043,-1.3994539
0.2833333,0.0004721856,0.02489093,-1.047027,-1.4342647
0.3,-0.0,-184.3582,-1.047027,-1.1850905
0.3166667,-5.376641,-92.09892,-1.047027,-1.3000301
0.3333333,-5.374539,92.22127,-1.226248,-1.3305638
0.35,0.00251755,184.3176,-1.226178,-1.3333526
0.3666667,0.000546456,-0.07549343,-1.226164,-1.617436
0.3833333,0.0001734733,-0.02539392,-1.22616,-1.6543282
0.4,-0.0002385066,-233.9136,-1.226159,-1.3293483
0.4166667,-6.822467,-116.9484,-1.226168,-1.4651377
0.4333333,-6.822186,116.9614,-1.453574,-1.5782707
0.45,-0.0,233.9035,-1.453574,-1.5696981
0.4666667,-0.0,-0.0,-1.453574,-1.8384625
0.4833333,-0.0,-0.0,-1.453574,-1.8752817
0.5,-0.0,-276.5382,-1.453574,-1.4843326
0.5166667,-8.065697,-138.2435,-1.453574,-1.6381776
0.5333333,-8.064952,138.2819,-1.722431,-1.8252527
0.55,0.0007449211,276.5254,-1.722406,-1.8077477
0.5666667,-0.0,-0.0510803,-1.722406,-2.0592997
0.5833333,-0.0007449211,0.01277008,-1.722406,-2.0962088
0.6,-0.0,-312.5106,-1.722431,-1.6146109
0.6166667,-9.114893,-156.2553,-1.722406,-1.8186274
0.6333333,-9.115638,156.2425,-2.02626,-2.0715718
0.65,-0.0,312.5362,-2.02626,-1.9354978
0.6666667,-0.0,-0.0,-2.02626,-2.1112728
0.6833333,-0.0,-303.5175,-2.02626,-1.6211534
0.7,-8.852594,-151.7588,-2.02626,-1.8485655
0.7166667,-8.852594,151.7588,-2.321347,-2.0892172
0.7333333,-0.0,303.5175,-2.321347,-1.9460815
0.75,-0.0,-0.0,-2.321347,-2.1033401
0.7666667,-0.0,-0.06816958,-2.321347,-2.101644
0.7833333,-0.00198828,-0.02793008,-2.321347,-2.1001189
0.8,-0.001808767,0.0,-2.321413,-2.0985777
0.8166667,0.0,0.0,-2.321407,-2.0969944
0.0,0.0,0.0,-0.6469277,-0.84288454
0.01666667,0.002709283,0.0,-0.6468332,-0.8777436
0.03333333,-9.305354e-06,-0.09260768,-0.6468374,-0.91230476
0.05,0.0001298594,-0.00337396,-0.6468335,-0.94723487
0.06666667,-0.0001597639,-14.94885,-0.6468331,-0.9582182
0.08333333,-0.4359711,-7.615951,-0.6468388,-0.99263024
0.1,-0.4401046,7.29361,-0.6613654,-1.0416307
0.1166667,-0.007494641,14.86621,-0.661509,-1.0916022
0.1333333,-0.005948142,0.09240961,-0.6616153,-1.1211389
0.15,-0.004584896,0.07956548,-0.6617073,-1.1559403
0.1666667,-0.003160324,-57.79196,-0.6617681,-1.0986347
0.1833333,-1.689939,-28.97886,-0.6618126,-1.1474041
0.2,-1.692011,28.85004,-0.7180994,-1.1772728
0.2166667,-0.005881227,57.83857,-0.718213,-1.2451222
0.2333333,-0.004585864,0.04951729,-0.7182954,-1.3298122
0.25,-0.004256417,0.02454528,-0.7183658,-1.3645656
0.2666667,-0.003885792,-148.4539,-0.7184373,-1.1669446
0.2833333,-4.33396,-74.16323,-0.7184954,-1.2666619
0.3,-4.332218,74.32631,-0.8629026,-1.2460475
0.3166667,-0.0,148.5332,-0.8629026,-1.3077579
0.3333333,-0.0,-0.0,-0.8629026,-1.5439074
0.35,-0.0,-0.0,-0.8629026,-1.5807267
0.3666667,-0.0,-88.03338,-0.8629026,-1.4813701
0.3833333,-2.56764,-44.2507,-0.8629026,-1.5550687
0.4,-2.574466,43.60265,-0.9484906,-1.6062537
0.4166667,-0.01548891,15.72751,-0.9487182,-1.7521467
0.4333333,-2.116666,-36.25057,-0.9490069,-1.6833199
0.45,-2.122467,-201.3314,-1.019274,-1.4647112
0.4666667,-6.942063,-46.23652,-1.019756,-1.6835413
0.4833333,-6.927599,119.2548,-1.250676,-1.6999099
0.5,-0.0,237.5177,-1.250676,-1.6906323
0.5166667,-0.0,-0.0,-1.250676,-1.9489206
0.5333333,-0.0,-0.0,-1.250676,-1.98574
0.55,-0.0,-265.0601,-1.250676,-1.612546
0.5666667,-7.73092,-132.5301,-1.250676,-1.7614956
0.5833333,-7.73092,132.5301,-1.508373,-1.9454138
0.6,-0.0,265.0601,-1.508373,-1.9303114
0.6166667,-0.0,-0.0,-1.508373,-2.1160321
0.6333333,-0.0,-0.0,-1.508373,-2.1144457
0.65,-0.0,-0.0,-1.508373,-2.1128592
0.6666667,-0.0,-82.69348,-1.508373,-1.9781718
0.6833333,-2.411893,101.001,-1.508373,-2.0265179
0.7,1.739917,-19.99985,-1.58877,-2.0789094
0.7166667,0.2866297,-38.054,-1.450376,-2.0457568
0.7333333,-3.378487,-314.4906,-1.579215,-1.5929053
0.75,-6.710074,0.803994,-1.562992,-2.0887733
0.7666667,-7.196768,-224.0075,-1.802884,-1.7287859
0.7833333,-9.645244,81.54695,-1.802884,-2.1129103
0.8,-9.640937,165.4086,-2.124393,-2.1110973
0.8166667,0.003949457,330.6058,-2.124249,-1.9549756
0.8333333,-0.0006000373,-0.1480247,-2.124261,-2.0951686
0.85,-0.0003107965,0.01524477,-2.124269,-2.0938454
0.8666667,-6.791132e-05,-191.9683,-2.124271,-1.7832482
0.8833333,-5.599352,-95.98657,-2.124271,-1.926494
0.9,-5.599352,95.9889,-2.310916,-2.0632868
0.9166667,-0.0,191.9778,-2.310916,-1.9735
0.9333333,-0.0,0.0,-2.310916,-2.0858889
0.95,0.0,0.0,-2.310916,-2.0843022
0.0,0.0,0.0,-1.283254,-0.84288454
0.01666667,0.005316365,0.0,-1.283085,-0.8778156
0.03333333,-9.327401e-05,-0.2124794,-1.283077,-0.91211164
0.05,-0.00115508,-13.93556,-1.283088,-0.92501986
0.06666667,-0.406804,-6.882826,-1.283116,-0.9598195
0.08333333,-0.4044718,7.084447,-1.296648,-1.0048566
0.1,0.003559486,13.98562,-1.296598,-1.0546792
0.1166667,0.003724102,-0.03281625,-1.296529,-1.0864232
0.1333333,0.002402735,-0.07316157,-1.296474,-1.1211061
0.15,0.00112915,-53.69014,-1.296449,-1.0704994
0.1666667,-1.563736,-27.0567,-1.296436,-1.1150744
0.1833333,-1.570281,26.6591,-1.348574,-1.1454563
0.2,-0.007194641,53.63627,-1.348779,-1.2138224
0.2166667,-0.003330331,0.1610353,-1.348814,-1.2952406
0.2333333,-0.003125289,0.04143527,-1.34889,-1.3298397
0.25,-0.00139177,-148.7585,-1.348918,-1.1296839
0.2666667,-4.341778,-74.38276,-1.348936,-1.2294091
0.2833333,-4.341218,74.44006,-1.493644,-1.2056417
0.3,-0.0,148.8418,-1.493644,-1.2679205
0.3166667,-0.0,-0.0,-1.493644,-1.5070881
0.3333333,-0.0,-165.4827,-1.493644,-1.2879272
0.35,-4.826578,-82.74134,-1.493644,-1.394752
0.3666667,-4.826578,82.74134,-1.65453,-1.4095439
0.3833333,-0.0,165.4827,-1.65453,-1.4363706
0.4,-0.0,-0.0,-1.65453,-1.691185
0.4166667,-0.0,-0.0,-1.65453,-1.7280043
0.4333333,-0.0,-197.3063,-1.65453,-1.4596165
0.45,-5.754766,-98.65314,-1.65453,-1.5799038
0.4666667,-5.754766,98.65314,-1.846355,-1.6554301
0.4833333,-0.0,197.3063,-1.846355,-1.6545253
0.5,-0.0,-0.0,-1.846355,-1.9121011
0.5166667,-0.0,-0.0,-1.846355,-1.9489206
0.5333333,-0.0,-0.0,-1.846355,-1.98574
0.55,-0.0,-93.80491,-1.846355,-1.8774555
0.5666667,-2.735976,-47.76154,-1.846355,-1.9526289
0.5833333,-2.761033,44.85616,-1.937554,-2.0499754
0.6,-0.07221186,94.38269,-1.93839,-2.1002235
0.6166667,-0.0192541,2.589392,-1.939962,-2.1201668
0.6333333,0.04084017,1.532987,-1.939031,-2.1169837
0.65,0.01797705,-383.7382,-1.9386,-1.4952368
0.6666667,-11.15547,-191.853,-1.938432,-1.7832322
0.6833333,-11.16051,191.1503,-2.310449,-2.1194334
0.7,-0.0,382.6461,-2.310449,-1.938443
0.7166667,-0.0,-0.0,-2.310449,-2.1065133
0.7333333,-0.0,0.0,-2.310449,-2.1049266
0.75,0.0,0.0,-2.310449,-2.1033401
0.0,0.0,0.0,-0.1818045,-0.84288454
0.01666667,-0.505302,0.0,-0.1816829,-0.8555236
0.03333333,-0.5116197,8.501522,-0.1986479,-0.8781689
0.05,-0.004200395,17.39654,-0.1987369,-0.92996985
0.06666667,-0.003651522,0.09738207,-0.198788,-0.9820746
0.08333333,-0.00165477,0.07988691,-0.1988586,-1.016886
0.1,-2.842586e-05,-49.22543,-0.1988431,-0.973223
0.1166667,-1.437876,-24.64088,-0.1988596,-1.0098653
0.1333333,-1.437165,24.65552,-0.2467723,-1.0311918
0.15,4.294707e-05,49.28058,-0.2467651,-1.1048175
0.1666667,-1.047564e-05,0.1156646,-0.2467709,-1.1909082
0.1833333,0.003585681,0.01715727,-0.2467654,-1.2256346
0.2,0.00211884,-149.7428,-0.2466514,-1.0219669
0.2166667,-4.366274,-74.92306,-0.2466948,-1.1178209
0.2333333,-4.364972,74.87275,-0.3921939,-1.0843982
0.25,-0.0,149.6562,-0.3921939,-1.1486211
0.2666667,-0.0,-0.0,-0.3921939,-1.3994281
0.2833333,-0.0,-165.4827,-0.3921939,-1.177469
0.3,-4.826578,-82.74134,-0.3921939,-1.2842939
0.3166667,-4.826578,82.74134,-0.5530798,-1.28822
0.3333333,-0.0,165.4827,-0.5530798,-1.3146381
0.35,-0.0,-0.0,-0.5530798,-1.5807267
0.3666667,-0.0,-0.0,-0.5530798,-1.6175462
0.3833333,-0.0,-77.11708,-0.5530798,-1.5350754
0.4,-2.249248,-38.39098,-0.5530798,-1.6047775
0.4166667,-2.244361,38.85072,-0.6280547,-1.6708847
0.4333333,0.01096531,77.25396,-0.6278918,-1.7331516
0.45,0.00947497,-0.1230076,-0.6276892,-1.8015666
0.4666667,0.006036872,-0.1818276,-0.627576,-1.8382537
0.4833333,0.003793331,-0.1416357,-0.627488,-1.8751081
0.5,0.001162395,-413.6992,-0.6274496,-1.2721765
0.5166667,-12.063,-206.8342,-0.6274492,-1.4840548
0.5333333,-12.06301,206.7942,-1.02955,-1.8392049
0.55,-7.454988e-15,413.589,-1.02955,-1.792978
0.5666667,-0.0,4.472993e-13,-1.02955,-2.0593786
0.5833333,-0.0,-0.0,-1.02955,-2.096198
0.6,-0.0,-292.7771,-1.02955,-1.6463734
0.6166667,-8.539331,-146.0252,-1.02955,-1.8413665
0.6333333,-8.528733,146.5245,-1.314194,-2.069487
0.65,0.009265804,292.5526,-1.313841,-1.936254
0.6666667,-0.001914697,-0.3635828,-1.313885,-2.1106842
0.6833333,-0.000964184,0.04590759,-1.313905,-2.1097584
0.7,-0.0004749807,-69.00735,-1.313917,-1.9970268
0.7166667,-2.013535,-34.70361,-1.31392,-2.0471826
0.7333333,-2.019337,34.31929,-1.381035,-2.1566834
0.75,-0.008783153,69.0169,-1.381232,-2.176163
0.7666667,-0.004839477,0.189859,-1.381328,-2.102051
0.7833333,-0.002778592,-659.4947,-1.381393,-1.0386595
0.8,-19.23954,-329.7254,-1.381421,-1.5346824
0.8166667,-19.23871,329.8348,-2.022711,-2.255692
0.8333333,-0.0,659.613,-2.022711,-1.9422388
0.85,-0.0,-0.0,-2.022711,-2.0938213
0.8666667,-0.0,-0.0,-2.022711,-2.0922346
0.8833333,-0.0,-154.3136,-2.022711,-1.8422697
0.9,-4.500814,-215.6202,-2.022711,-1.7342436
0.9166667,-8.539331,7.925092,-2.172738,-2.1152322
0.9333333,-4.038517,223.5453,-2.307355,-2.0372171
0.95,-0.0,138.4634,-2.307355,-2.0795822
0.9666667,-0.0,0.0,-2.307355,-2.0827157
0.9833333,0.0,0.0,-2.307355,-2.0811293
0.0,0.0,0.0,-1.204045,-0.84288454
0.01666667,0.0002419478,0.0,-1.204075,-0.87767535
0.03333333,0.001130398,-9.496186,-1.204037,-0.8973664
