t,vy,ay,y_real,y_pred
0.2166667,-4.362484,-56.64822,-0.7346931,-1.1433759
0.2333333,-3.833482,83.85406,-0.8624758,-1.2697278
0.25,-0.0,45.59144,-0.8624758,-1.3456177
0.2666667,-2.503731,-42.726,-0.8624758,-1.2855444
0.2833333,-2.498041,43.39274,-0.9459335,-1.3709016
0.3,0.01660131,1.186112,-0.9457439,-1.4223305
0.3166667,-2.460836,-280.0783,-0.9453802,-1.2483994
0.3333333,-9.393678,-91.6926,-1.027772,-1.2779391
0.35,-7.360296,195.8301,-1.258503,-1.516621
0.3666667,-0.4401821,159.6428,-1.273115,-1.6455206
0.3833333,-2.485776,-213.6751,-1.273175,-1.4243029
0.4,-7.913443,-50.43242,-1.355974,-1.4641988
0.4166667,-5.429485,178.2463,-1.536957,-1.6755811
0.4333333,0.0001509394,-117.3663,-1.536957,-1.6257973
0.45,-8.852594,-151.7414,-1.536952,-1.4911692
0.4666667,-8.852087,151.7725,-1.832043,-1.7052212
0.4833333,0.0008058802,303.4322,-1.832021,-1.977822
0.5,-0.002237209,-349.9497,-1.832017,-1.6249642
0.5166667,-10.20733,0.0,-1.832096,-1.6953177
0.5333333,0.0,0.0,-2.172261,-1.9007993
0.0,0.0,0.0,-1.530771,-0.80491346
0.01666667,-0.2460384,0.0,-1.538797,-0.8350324
0.03333333,-0.008551061,-22.11502,-1.538973,-0.8601624
0.05,-0.8900707,-14.68922,-1.539082,-0.8840195
0.06666667,-0.8787357,-37.62757,-1.568642,-0.90486777
0.08333333,-1.540125,3.701369,-1.568373,-0.95250165
0.1,-1.54889,26.09704,-1.619979,-0.9998678
0.1166667,-0.005232829,-65.0846,-1.620003,-1.0059958
0.1333333,-3.449091,-58.94786,-1.620154,-0.986104
0.15,-3.444575,59.20469,-1.734973,-1.0904181
0.1666667,-0.0,62.41864,-1.734973,-1.1843536
0.1833333,-1.624031,6.787213,-1.734973,-1.1584005
0.2,-0.6140551,22.30962,-1.789107,-1.2187853
0.2166667,0.3436698,-190.1106,-1.755441,-1.1432639
0.2333333,-6.997087,-131.733,-1.777651,-1.0889457
0.25,-6.330781,131.3725,-1.988677,-1.2902296
0.2666667,-1.490998e-14,217.0554,-1.988677,-1.4814367
0.2833333,-0.0,-155.9356,-1.988677,-1.294729
0.3,-4.548122,-77.9678,-1.988677,-1.2988644
0.3166667,-4.548122,77.9678,-2.140281,-1.4254847
0.3333333,1.490998e-14,78.48897,-2.140281,-1.5363379
0.35,-2.25886,-37.10738,-2.140281,-1.4642127
0.3666667,-2.211729,38.3427,-2.215577,-1.5439453
0.3833333,0.01246449,0.0,-2.214006,-1.5927905
0.4,0.0,0.0,-2.215161,-1.626828
0.0,0.0,0.0,-1.66991,-0.80491346
0.01666667,-0.05991639,0.0,-1.671688,-0.83815473
0.03333333,-0.01062524,-20.20208,-1.671907,-0.8612608
0.05,-0.6478881,-10.87498,-1.672042,-0.8903419
0.06666667,-0.647699,11.04493,-1.693503,-0.93757653
0.08333333,-0.005762906,-26.95543,-1.693632,-0.96008104
0.1,-1.432913,-24.43398,-1.693696,-0.9718797
0.1166667,-1.432982,24.51641,-1.741396,-1.0351224
0.1333333,-0.003324131,-61.74041,-1.741462,-1.042255
0.15,-3.233442,-55.31646,-1.741507,-1.0261195
0.1666667,-3.232082,55.45374,-1.849243,-1.1260073
0.1833333,-0.0,110.8142,-1.849243,-1.2472688
0.2,-0.0,-96.36742,-1.849243,-1.1587842
0.2166667,-2.810716,-48.18371,-1.849243,-1.174422
0.2333333,-2.810716,48.18371,-1.942934,-1.2657549
0.25,-0.0,30.56178,-1.942934,-1.3367143
0.2666667,-1.919331,-32.80918,-1.942934,-1.3012227
0.2833333,-1.9166,33.07427,-2.006911,-1.3745431
0.3,0.006366303,-132.1847,-2.00682,-1.3431519
0.3166667,-5.771536,-99.15889,-2.006699,-1.3000339
0.3333333,-5.775171,0.0,-2.199205,-1.3929594
0.35,0.0,0.0,-2.199205,-1.5240886
0.0,0.0,0.0,-1.020268,-0.80491346
0.01666667,-0.2238224,0.0,-1.020021,-0.8354052
0.03333333,-0.2274515,-29.05085,-1.027729,-0.85238147
0.05,-0.953645,-8.552097,-1.027603,-0.88658863
0.06666667,-0.9574783,16.28754,-1.059517,-0.9354853
0.08333333,8.216358e-05,-22.57756,-1.059519,-0.96277237
0.1,-1.615884,-27.74437,-1.059514,-0.9668491
0.1166667,-1.617218,27.64005,-1.113382,-1.0338821
0.1333333,-0.002293671,-65.13934,-1.113421,-1.0402589
0.15,-3.517076,-60.21409,-1.113458,-1.01846
0.1666667,-3.515969,60.31171,-1.230657,-1.1241227
0.1833333,-0.0,34.98128,-1.230657,-1.2023466
0.2,-2.495681,-42.72041,-1.230657,-1.148697
0.2166667,-2.493853,42.82205,-1.313847,-1.2336481
0.2333333,0.002050167,3.224825,-1.313786,-1.2863082
0.25,-2.400599,-41.39146,-1.313778,-1.2538185
0.2666667,-2.405722,40.93494,-1.393806,-1.336748
0.2833333,-0.008703683,-171.5265,-1.393969,-1.2853471
0.3,-7.408029,-126.6215,-1.394096,-1.2220657
0.3166667,-7.402043,127.0971,-1.640903,-1.4067116
0.3333333,0.002174217,54.32087,-1.64083,-1.5220574
0.35,-5.818781,-99.82508,-1.640831,-1.3673395
0.3666667,-5.818771,99.7507,-1.83479,-1.5198119
0.3833333,1.490998e-14,199.5007,-1.83479,-1.7107625
0.4,-0.0,-199.4262,-1.83479,-1.508691
0.4166667,-5.816597,-99.7131,-1.83479,-1.5044283
0.4333333,-5.816597,11.79058,-2.028676,-1.6047276
0.45,-2.564407,155.6415,-2.028676,-1.778747
0.4666667,-2.559257,44.13618,-2.114157,-1.7470258
0.4833333,0.007677074,0.0,-2.113985,-1.7981888
0.5,0.0,0.0,-2.113901,-1.8323065
0.0,0.0,0.0,-1.642633,-0.80491346
0.01666667,-0.8106754,0.0,-1.642698,-0.82556033
0.03333333,-0.7995078,14.1766,-1.669655,-0.8683921
0.05,0.01177731,-13.87573,-1.669348,-0.8996306
0.06666667,-1.207542,-21.21839,-1.669263,-0.9090723
0.08333333,-1.213426,20.50191,-1.7096,-0.9679346
0.1,-0.006178138,-77.79017,-1.70971,-0.9642067
0.1166667,-3.482074,-59.48088,-1.709806,-0.95098877
0.1333333,-3.479217,59.74168,-1.825779,-1.0559086
0.15,-0.0,-8.562496,-1.825779,-1.1080592
0.1666667,-3.728957,-63.92497,-1.825779,-1.0469537
0.1833333,-3.728957,63.92497,-1.950078,-1.1569364
0.2,-0.0,-4.269444,-1.950078,-1.2133416
0.2166667,-3.853482,-66.05969,-1.950078,-1.1463395
0.2333333,-3.853482,66.05969,-2.078527,-1.2588513
0.25,-1.490998e-14,-23.21016,-2.078527,-1.3048606
0.2666667,-4.530445,-77.66478,-2.078527,-1.2308476
0.2833333,-4.530445,77.66478,-2.229542,-1.3571087
0.3,-0.0,0.0,-2.229542,-1.4213493
0.3166667,0.0,0.0,-2.229542,-1.4555957
0.0,0.0,0.0,-1.645248,-0.80491346
0.01666667,-0.000505547,0.0,-1.645294,-0.8391514
0.03333333,0.001533484,-21.69262,-1.645265,-0.8605819
0.05,-0.6333316,-11.07031,-1.645243,-0.8904703
0.06666667,-0.6386583,10.68242,-1.666376,-0.93751335
0.08333333,-0.007116472,-23.30738,-1.666532,-0.96221936
0.1,-1.31733,-22.38085,-1.666613,-0.9750349
0.1166667,-1.316125,22.57925,-1.710443,-1.0359352
0.1333333,-0.001932703,-66.21074,-1.710484,-1.0396303
0.15,-3.247011,-55.59679,-1.710507,-1.0257257
0.1666667,-3.246305,55.67517,-1.818717,-1.1258999
0.1833333,-0.0,0.7990613,-1.818717,-1.1820976
0.2,-3.222999,-55.25141,-1.818717,-1.1290725
0.2166667,-3.222999,55.25141,-1.926151,-1.2287792
0.2333333,-0.0,-14.16703,-1.926151,-1.2759712
0.25,-3.636204,-62.29934,-1.926151,-1.2207049
0.2666667,-3.635166,62.32865,-2.047358,-1.3287965
0.2833333,0.0003360521,-21.29189,-2.047323,-1.3744954
0.3,-4.257049,-72.98951,-2.047346,-1.3066964
0.3166667,-4.256347,72.99002,-2.189225,-1.4274306
0.3333333,-0.0,7.095036,-2.189225,-1.4940451
0.35,-4.049409,0.0,-2.189225,-1.4561568
0.3666667,0.0,0.0,-2.324205,-1.5583352
0.0,0.0,0.0,-0.05790521,-0.80491346
0.01666667,-1.119805,0.0,-0.09528462,-0.8203745
0.03333333,0.003492729,38.47036,-0.09523205,-0.89625424
0.05,0.002416027,-110.1078,-0.0951682,-0.8424672
0.06666667,-3.208692,-55.08898,-0.09515152,-0.8554372
0.08333333,-3.209192,54.99756,-0.2021246,-0.9548888
0.1,-0.0,-9.592165,-0.2021246,-1.0047097
0.1166667,-3.488964,-59.8108,-0.2021246,-0.9506777
0.1333333,-3.488964,59.8108,-0.3184234,-1.0557859
0.15,-0.0,-44.63493,-0.3184234,-1.0866903
0.1666667,-4.790816,-82.12827,-0.3184234,-1.0183569
0.1833333,-4.790816,82.68249,-0.4781172,-1.1502346
0.2,0.01616475,164.4313,-0.4781172,-1.3135483
0.2166667,0.013181,-198.9593,-0.4775784,-1.1324779
0.2333333,-5.796388,-99.81857,-0.4776779,-1.1279938
0.25,-5.793404,99.4178,-0.6707913,-1.280315
0.2666667,-0.0,198.631,-0.6707913,-1.4705224
0.2833333,-0.0,-241.0286,-0.6707913,-1.2443212
0.3,-7.030001,-120.5143,-0.6707913,-1.2320253
0.3166667,-7.030001,120.5669,-0.9051247,-1.4090843
0.3333333,0.001535037,-25.02187,-0.9051247,-1.4750453
0.35,-7.759038,-133.0647,-0.9050735,-1.3150997
0.3666667,-7.760573,132.592,-1.163759,-1.5066913
0.3833333,-0.01148617,265.9656,-1.163759,-1.7499425
0.4,-0.008985099,-70.21938,-1.164142,-1.5850803
0.4166667,-2.052558,-12.83703,-1.164059,-1.6190367
0.4333333,-1.412178,40.73776,-1.232561,-1.6957629
0.45,0.4845965,-189.0693,-1.211131,-1.6256949
0.4666667,-7.327282,-468.953,-1.216408,-1.3630927
0.4833333,-16.69856,-43.96683,-1.455374,-1.4918842
0.5,-9.789928,61.89833,-1.773026,-1.704741
0.5166667,-10.25859,0.0,-1.781705,-1.6944578
0.5333333,0.0,0.0,-2.114979,-1.9007993
0.0,0.0,0.0,-1.500505,-0.80491346
0.01666667,0.003991906,0.0,-1.500351,-0.83922684
0.03333333,-0.0008399915,-44.29657,-1.500372,-0.8471517
0.05,-1.287769,-22.16719,-1.500379,-0.8729181
0.06666667,-1.29107,21.91777,-1.543298,-0.9332243
0.08333333,-0.006464322,-72.29445,-1.543414,-0.93321115
0.1,-3.399392,-58.05365,-1.543513,-0.91897476
0.1166667,-3.396426,58.30824,-1.656727,-1.022202
0.1333333,-0.0005216603,-26.37393,-1.656727,-1.0632526
0.15,-4.165927,-71.398,-1.656745,-1.00095
0.1666667,-4.165405,71.28024,-1.795592,-1.1197255
0.1833333,-0.004217165,142.8089,-1.795592,-1.2661512
0.2,-0.002252881,-139.0778,-1.795732,-1.1334455
0.2166667,-4.057561,-69.48095,-1.795667,-1.1408892
0.2333333,-4.059526,69.52452,-1.930984,-1.2574472
0.25,-0.0,139.2029,-1.930984,-1.4010717
0.2666667,0.0005602599,-196.4033,-1.930984,-1.2365197
0.2833333,-5.728149,-98.21605,-1.930965,-1.2328273
0.3,-5.728709,98.18724,-2.121922,-1.3834107
0.3166667,-0.0,110.0364,-2.121922,-1.5207796
0.3333333,-2.519316,0.0,-2.121922,-1.4475788
0.35,0.0,0.0,-2.2059,-1.5240886
0.0,0.0,0.0,-1.55255,-0.80491346
0.01666667,0.003170212,0.0,-1.552463,-0.83921325
0.03333333,0.0007957206,-43.7411,-1.552444,-0.84750813
0.05,-1.272784,-21.68789,-1.552437,-0.87345326
0.06666667,-1.268385,21.99803,-1.59487,-0.9336524
0.08333333,0.007642356,-72.0444,-1.594716,-0.9335959
0.1,-3.370484,-58.04174,-1.594616,-0.9194668
0.1166667,-3.373502,57.72798,-1.707066,-1.0222428
0.1333333,-0.0,115.6629,-1.707066,-1.1474017
0.15,-0.0,-84.00722,-1.707066,-1.0633668
0.1666667,-2.450211,-42.10999,-1.707066,-1.0813285
0.1833333,-2.453313,41.95701,-1.788739,-1.1653227
0.2,-0.002910462,-128.2052,-1.788843,-1.1398752
0.2166667,-6.190984,-106.0314,-1.788836,-1.0834476
0.2333333,-6.191177,106.1279,-1.995209,-1.2433705
0.25,-0.0,23.01682,-1.995209,-1.3322449
0.2666667,-5.519853,-94.61997,-1.995209,-1.2042056
0.2833333,-5.519676,94.63013,-2.179204,-1.3505636
0.3,0.0002077926,189.2496,-2.179198,-1.5334613
0.3166667,3.050167e-05,-144.6309,-2.179197,-1.3699192
0.3333333,-4.218209,-72.31319,-2.179197,-1.3762414
0.35,-4.218209,0.0,-2.319804,-1.4533252
0.3666667,0.0,0.0,-2.319804,-1.5583352
0.0,0.0,0.0,-1.830885,-0.80491346
0.01666667,-0.5715677,0.0,-1.8499,-0.8295715
0.03333333,-0.004448621,-23.55634,-1.849938,-0.8593773
0.05,-1.25971,-21.44158,-1.850048,-0.8738184
0.06666667,-1.256377,21.65298,-1.891928,-0.93364954
0.08333333,5.081101e-05,43.07595,-1.891927,-1.001664
0.1,3.750389e-06,-64.25013,-1.891926,-0.9723314
0.1166667,-1.873933,-32.26797,-1.891927,-0.99408704
0.1333333,-1.878092,-101.7622,-1.954391,-0.98709625
0.15,-3.907131,-2.587673,-1.95453,-1.0460535
0.1666667,-3.902953,67.08949,-2.084628,-1.1216459
