t,y_real,y_pred
0.4833333,-2.008633,-1.7250156
0.5,-2.177082,-1.7636404
0.5166667,-2.177082,-1.8047642
0.5333333,-2.334462,-1.8488529
0.0,-0.9206098,-0.90192914
0.01666667,-0.920205,-0.90699863
0.03333333,-0.9272964,-0.9126687
0.05,-0.9271169,-0.9191561
0.06666667,-0.9436152,-0.9267726
0.08333333,-0.9438831,-0.9359569
0.1,-0.9715502,-0.94730467
0.1166667,-0.9712842,-0.96158814
0.1333333,-1.012262,-0.979738
0.15,-1.012316,-1.0027493
0.1666667,-1.096067,-1.0314661
0.1833333,-1.096067,-1.0662383
0.2,-1.163683,-1.1065472
0.2166667,-1.163698,-1.150825
0.2333333,-1.245757,-1.1967041
0.25,-1.245757,-1.2416862
0.2666667,-1.3321,-1.2838793
0.2833333,-1.424895,-1.3224114
0.3,-1.431452,-1.3573998
0.3166667,-1.536549,-1.3896406
0.3333333,-1.536549,-1.4202487
0.35,-1.619173,-1.4503653
0.3666667,-1.619435,-1.4809552
0.3833333,-1.619644,-1.5126745
0.4,-1.714584,-1.5458004
0.4166667,-1.717375,-1.5802355
0.4333333,-1.937769,-1.615622
0.45,-1.937769,-1.6515672
0.4666667,-2.076416,-1.6879251
0.4833333,-2.076416,-1.7250156
0.5,-2.239603,-1.7636404
0.5166667,-2.239603,-1.8047642
0.5333333,-2.33408,-1.8488529
0.0,-0.3146301,-0.90192914
0.01666667,-0.3132139,-0.90699863
0.03333333,-0.3130556,-0.9126687
0.05,-0.319043,-0.9191561
0.06666667,-0.3190309,-0.9267726
0.08333333,-0.3347346,-0.9359569
0.1,-0.3345264,-0.94730467
0.1166667,-0.3611149,-0.96158814
0.1333333,-0.4018239,-0.979738
0.15,-0.4018394,-1.0027493
0.1666667,-0.4524553,-1.0314661
0.1833333,-0.4524731,-1.0662383
0.2,-0.5146676,-1.1065472
0.2166667,-0.5149266,-1.150825
0.2333333,-0.6207316,-1.1967041
0.25,-0.6207316,-1.2416862
0.2666667,-0.6207316,-1.2838793
0.2833333,-0.7069142,-1.3224114
0.3,-0.7066958,-1.3573998
0.3166667,-0.8108855,-1.3896406
0.3333333,-0.8108855,-1.4202487
0.35,-0.8511636,-1.4503653
0.3666667,-0.9168202,-1.4809552
0.3833333,-1.037739,-1.5126745
0.4,-1.038143,-1.5458004
0.4166667,-1.168004,-1.5802355
0.4333333,-1.168004,-1.615622
0.45,-1.313325,-1.6515672
0.4666667,-1.313208,-1.6879251
0.4833333,-1.461738,-1.7250156
0.5,-1.461556,-1.7636404
0.5166667,-1.619426,-1.8047642
0.5333333,-1.795667,-1.8488529
0.55,-1.800304,-1.8950821
0.5666667,-1.973453,-1.9409482
0.5833333,-1.97347,-1.9827969
0.6,-2.166699,-2.0171027
0.6166667,-2.166699,-2.041637
0.6333333,-2.332117,-2.0558732
0.65,-2.335367,-2.060741
0.0,-0.5551997,-0.90192914
0.01666667,-0.5549632,-0.90699863
0.03333333,-0.5550265,-0.9126687
0.05,-0.5600528,-0.9191561
0.06666667,-0.559918,-0.9267726
0.08333333,-0.5727597,-0.9359569
0.1,-0.5728319,-0.94730467
0.1166667,-0.5728286,-0.96158814
0.1333333,-0.5967601,-0.979738
0.15,-0.596789,-1.0027493
0.1666667,-0.6309351,-1.0314661
0.1833333,-0.6311475,-1.0662383
0.2,-0.6674033,-1.1065472
0.2166667,-0.6733355,-1.150825
0.2333333,-0.7301784,-1.1967041
0.25,-0.730191,-1.2416862
0.2666667,-0.8371712,-1.2838793
0.2833333,-0.8371712,-1.3224114
0.3,-0.9198118,-1.3573998
0.3166667,-0.919883,-1.3896406
0.3333333,-1.020781,-1.4202487
0.35,-1.119143,-1.4503653
0.3666667,-1.130072,-1.4809552
0.3833333,-1.237819,-1.5126745
0.4,-1.237568,-1.5458004
0.4166667,-1.366141,-1.5802355
0.4333333,-1.366141,-1.615622
0.45,-1.500569,-1.6515672
0.4666667,-1.500569,-1.6879251
0.4833333,-1.649206,-1.7250156
0.5,-1.649206,-1.7636404
0.5166667,-1.649206,-1.8047642
0.5333333,-1.808771,-1.8488529
0.55,-1.808771,-1.8950821
0.5666667,-1.982544,-1.9409482
0.5833333,-1.982544,-1.9827969
0.6,-2.155224,-2.0171027
0.6166667,-2.155099,-2.041637
0.6333333,-2.327904,-2.0558732
0.65,-2.327904,-2.060741
0.0,-0.1795592,-0.90192914
0.01666667,-0.1804148,-0.90699863
0.03333333,-0.1889477,-0.9126687
0.05,-0.1887321,-0.9191561
0.06666667,-0.2088601,-0.9267726
0.08333333,-0.2082935,-0.9359569
0.1,-0.2408783,-0.94730467
0.1166667,-0.2407808,-0.96158814
0.1333333,-0.2801571,-0.979738
0.15,-0.2801418,-1.0027493
0.1666667,-0.3317404,-1.0314661
0.1833333,-0.3318459,-1.0662383
0.2,-0.3996283,-1.1065472
0.2166667,-0.3998807,-1.150825
0.2333333,-0.5180407,-1.1967041
0.25,-0.5180407,-1.2416862
0.2666667,-0.5180407,-1.2838793
0.2833333,-0.6076457,-1.3224114
0.3,-0.604485,-1.3573998
0.3166667,-0.708979,-1.3896406
0.3333333,-0.708979,-1.4202487
0.35,-0.7812872,-1.4503653
0.3666667,-0.8210601,-1.4809552
0.3833333,-0.9474233,-1.5126745
0.4,-0.9474331,-1.5458004
0.4166667,-1.085648,-1.5802355
0.4333333,-1.233191,-1.615622
0.45,-1.234927,-1.6515672
0.4666667,-1.387678,-1.6879251
0.4833333,-1.387555,-1.7250156
0.5,-1.562627,-1.7636404
0.5166667,-1.562465,-1.8047642
0.5333333,-1.739874,-1.8488529
0.55,-1.739874,-1.8950821
0.5666667,-1.918095,-1.9409482
0.5833333,-1.918095,-1.9827969
0.6,-2.11774,-2.0171027
0.6166667,-2.11774,-2.041637
0.6333333,-2.310569,-2.0558732
0.65,-2.310569,-2.060741
0.6666667,-2.310569,-2.0581748
0.0,-0.9633831,-0.90192914
0.01666667,-0.9715662,-0.90699863
0.03333333,-0.9716473,-0.9126687
0.05,-0.9904506,-0.9191561
0.06666667,-0.9901362,-0.9267726
0.08333333,-1.01979,-0.9359569
0.1,-1.089019,-0.94730467
0.1166667,-1.074948,-0.96158814
0.1333333,-1.127491,-0.979738
0.15,-1.127476,-1.0027493
0.1666667,-1.192668,-1.0314661
0.1833333,-1.192733,-1.0662383
0.2,-1.288438,-1.1065472
0.2166667,-1.288403,-1.150825
0.2333333,-1.375472,-1.1967041
0.25,-1.375557,-1.2416862
0.2666667,-1.467717,-1.2838793
0.2833333,-1.467802,-1.3224114
0.3,-1.581813,-1.3573998
0.3166667,-1.581813,-1.3896406
0.3333333,-1.635124,-1.4202487
0.35,-1.696261,-1.4503653
0.3666667,-1.696139,-1.4809552
0.3833333,-1.824561,-1.5126745
0.4,-1.824622,-1.5458004
0.4166667,-1.980423,-1.5802355
0.4333333,-1.980423,-1.615622
0.45,-2.13527,-1.6515672
0.4666667,-2.13527,-1.6879251
0.4833333,-2.294987,-1.7250156
0.5,-2.336864,-1.7636404
0.0,-1.134119,-0.90192914
0.01666667,-1.145596,-0.90699863
0.03333333,-1.164458,-0.9126687
0.05,-1.164662,-0.9191561
0.06666667,-1.198476,-0.9267726
0.08333333,-1.198175,-0.9359569
0.1,-1.242382,-0.94730467
0.1166667,-1.242609,-0.96158814
0.1333333,-1.296606,-0.979738
0.15,-1.296458,-1.0027493
0.1666667,-1.399128,-1.0314661
0.1833333,-1.399128,-1.0662383
0.2,-1.47739,-1.1065472
0.2166667,-1.477499,-1.150825
0.2333333,-1.565597,-1.1967041
0.25,-1.565665,-1.2416862
0.2666667,-1.666608,-1.2838793
0.2833333,-1.666608,-1.3224114
0.3,-1.663701,-1.3573998
0.3166667,-1.781943,-1.3896406
0.3333333,-1.781943,-1.4202487
0.35,-1.859649,-1.4503653
0.3666667,-1.897161,-1.4809552
0.3833333,-2.039607,-1.5126745
0.4,-2.039607,-1.5458004
0.4166667,-2.18439,-1.5802355
0.4333333,-2.323037,-1.615622
0.0,-1.785177,-0.90192914
0.01666667,-1.793,-0.90699863
0.03333333,-1.813215,-0.9126687
0.05,-1.813336,-0.9191561
0.06666667,-1.844033,-0.9267726
0.08333333,-1.844012,-0.9359569
0.1,-1.885641,-0.94730467
0.1166667,-1.885647,-0.96158814
0.1333333,-1.938595,-0.979738
0.15,-1.938988,-1.0027493
0.1666667,-2.029925,-1.0314661
0.1833333,-2.029925,-1.0662383
0.2,-2.10412,-1.1065472
0.2166667,-2.104122,-1.150825
0.2333333,-2.201769,-1.1967041
0.25,-2.201769,-1.2416862
0.2666667,-2.292081,-1.2838793
0.2833333,-2.292033,-1.3224114
0.0,-0.7526486,-0.90192914
0.01666667,-0.7604032,-0.90699863
0.03333333,-0.7605469,-0.9126687
0.05,-0.7787771,-0.9191561
0.06666667,-0.7787556,-0.9267726
0.08333333,-0.8089856,-0.9359569
0.1,-0.8085164,-0.94730467
0.1166667,-0.8473353,-0.96158814
0.1333333,-0.8470055,-0.979738
0.15,-0.9206853,-1.0027493
0.1666667,-0.920595,-1.0314661
0.1833333,-0.9855053,-1.0662383
0.2,-0.9856371,-1.1065472
0.2166667,-1.062794,-1.150825
0.2333333,-1.062748,-1.1967041
0.25,-1.164476,-1.2416862
0.2666667,-1.258486,-1.2838793
0.2833333,-1.265024,-1.3224114
0.3,-1.265024,-1.3573998
0.3166667,-1.338574,-1.3896406
0.3333333,-1.370143,-1.4202487
0.35,-1.496418,-1.4503653
0.3666667,-1.496418,-1.4809552
0.3833333,-1.630021,-1.5126745
0.4,-1.630021,-1.5458004
0.4166667,-1.777397,-1.5802355
0.4333333,-1.777397,-1.615622
0.45,-1.927528,-1.6515672
0.4666667,-1.927528,-1.6879251
0.4833333,-2.091433,-1.7250156
0.5,-2.091433,-1.7636404
0.5166667,-2.255337,-1.8047642
0.5333333,-2.255337,-1.8488529
0.55,-2.331092,-1.8950821
0.0,-1.135986,-0.90192914
0.01666667,-1.142391,-0.90699863
0.03333333,-1.142371,-0.9126687
0.05,-1.160499,-0.9191561
0.06666667,-1.160324,-0.9267726
0.08333333,-1.189469,-0.9359569
0.1,-1.189137,-0.94730467
0.1166667,-1.2301,-0.96158814
0.1333333,-1.230063,-0.979738
0.15,-1.282944,-1.0027493
0.1666667,-1.28195,-1.0314661
0.1833333,-1.344236,-1.0662383
0.2,-1.344121,-1.1065472
0.2166667,-1.450167,-1.150825
0.2333333,-1.450201,-1.1967041
0.25,-1.536527,-1.2416862
0.2666667,-1.641844,-1.2838793
0.2833333,-1.653256,-1.3224114
0.3,-1.748725,-1.3573998
0.3166667,-1.748725,-1.3896406
0.3333333,-1.833958,-1.4202487
0.35,-1.868495,-1.4503653
0.3666667,-1.868495,-1.4809552
0.3833333,-2.005624,-1.5126745
0.4,-2.005665,-1.5458004
0.4166667,-2.141016,-1.5802355
0.4333333,-2.141016,-1.615622
0.45,-2.28856,-1.6515672
0.4666667,-2.288608,-1.6879251
0.0,-0.79326,-0.90192914
0.01666667,-0.7977875,-0.90699863
0.03333333,-0.7977233,-0.9126687
0.05,-0.7976682,-0.9191561
0.06666667,-0.8087221,-0.9267726
0.08333333,-0.8086688,-0.9359569
0.1,-0.8331294,-0.94730467
0.1166667,-0.8329468,-0.96158814
0.1333333,-0.8675654,-0.979738
0.15,-0.8675668,-1.0027493
0.1666667,-0.9129758,-1.0314661
0.1833333,-0.9131053,-1.0662383
0.2,-0.9987492,-1.1065472
0.2166667,-0.9987492,-1.150825
0.2333333,-1.071322,-1.1967041
0.25,-1.071227,-1.2416862
0.2666667,-1.156518,-1.2838793
0.2833333,-1.156518,-1.3224114
0.3,-1.247318,-1.3573998
0.3166667,-1.244932,-1.3896406
0.3333333,-1.36006,-1.4202487
0.35,-1.422643,-1.4503653
0.3666667,-1.469828,-1.4809552
0.3833333,-1.592548,-1.5126745
0.4,-1.602557,-1.5458004
0.4166667,-1.7389,-1.5802355
0.4333333,-1.738842,-1.615622
0.45,-1.738842,-1.6515672
0.4666667,-1.88693,-1.6879251
0.4833333,-1.88693,-1.7250156
0.5,-2.041778,-1.7636404
0.5166667,-2.041778,-1.8047642
0.5333333,-2.203442,-1.8488529
0.55,-2.203442,-1.8950821
0.0,-1.500387,-0.90192914
0.01666667,-1.500388,-0.90699863
0.03333333,-1.512897,-0.9126687
0.05,-1.513032,-0.9191561
0.06666667,-1.538124,-0.9267726
0.08333333,-1.537929,-0.9359569
0.1,-1.537825,-0.94730467
0.1166667,-1.573291,-0.96158814
0.1333333,-1.573135,-0.979738
0.15,-1.619176,-1.0027493
0.1666667,-1.619067,-1.0314661
0.1833333,-1.704944,-1.0662383
0.2,-1.704944,-1.1065472
0.2166667,-1.773964,-1.150825
0.2333333,-1.774175,-1.1967041
0.25,-1.853136,-1.2416862
0.2666667,-1.853116,-1.2838793
0.2833333,-1.9585,-1.3224114
0.3,-2.067791,-1.3573998
0.3166667,-2.069977,-1.3896406
0.3333333,-2.184733,-1.4202487
0.35,-2.184733,-1.4503653
0.3666667,-2.297303,-1.4809552
0.3833333,-2.297303,-1.5126745
0.0,-0.4260431,-0.90192914
0.01666667,-0.4321787,-0.90699863
0.03333333,-0.4322478,-0.9126687
0.05,-0.4474471,-0.9191561
0.06666667,-0.4474434,-0.9267726
0.08333333,-0.4735439,-0.9359569
0.1,-0.4736412,-0.94730467
0.1166667,-0.5110415,-0.96158814
0.1333333,-0.5868942,-0.979738
0.15,-0.5945446,-1.0027493
0.1666667,-0.6578352,-1.0314661
0.1833333,-0.657844,-1.0662383
0.2,-0.739902,-1.1065472
0.2166667,-0.739902,-1.150825
0.2333333,-0.8267716,-1.1967041
0.25,-0.8268863,-1.2416862
0.2666667,-0.9136751,-1.2838793
0.2833333,-0.9136751,-1.3224114
0.3,-0.8502007,-1.3573998
0.3166667,-1.020781,-1.3896406
0.3333333,-1.100032,-1.4202487
0.35,-1.100041,-1.4503653
0.3666667,-1.261221,-1.4809552
0.3833333,-1.261221,-1.5126745
0.4,-1.261221,-1.5458004
0.4166667,-1.396743,-1.5802355
0.4333333,-1.396735,-1.615622
0.45,-1.456421,-1.6515672
0.4666667,-1.536382,-1.6879251
0.4833333,-1.689215,-1.7250156
0.5,-1.709316,-1.7636404
0.5166667,-1.884182,-1.8047642
0.5333333,-2.067791,-1.8488529
0.55,-2.072163,-1.8950821
0.5666667,-2.261237,-1.9409482
0.5833333,-2.261237,-1.9827969
0.0,-0.4797887,-0.90192914
0.01666667,-0.479217,-0.90699863
0.03333333,-0.4790404,-0.9126687
0.05,-0.4844636,-0.9191561
0.06666667,-0.4843154,-0.9267726
0.08333333,-0.5009467,-0.9359569
0.1,-0.5010794,-0.94730467
0.1166667,-0.5314538,-0.96158814
0.1333333,-0.5316061,-0.979738
0.15,-0.572608,-1.0027493
0.1666667,-0.5723135,-1.0314661
0.1833333,-0.6470044,-1.0662383
0.2,-0.6470044,-1.1065472
0.2166667,-0.7119622,-1.150825
0.2333333,-0.7120758,-1.1967041
0.25,-0.6281871,-1.2416862
0.2666667,-0.3715904,-1.2838793
0.2833333,-0.8743303,-1.3224114
0.3,-0.8743303,-1.3573998
0.3166667,-0.9704851,-1.3896406
0.3333333,-0.9770641,-1.4202487
0.35,-0.9770641,-1.4503653
0.3666667,-1.02905,-1.4809552
0.3833333,-1.081572,-1.5126745
0.4,-1.20214,-1.5458004
0.4166667,-1.208762,-1.5802355
0.4333333,-1.337725,-1.615622
0.45,-1.472154,-1.6515672
0.4666667,-1.471061,-1.6879251
0.4833333,-1.617511,-1.7250156
0.5,-1.61763,-1.7636404
0.5166667,-1.685909,-1.8047642
0.5333333,-1.769606,-1.8488529
0.55,-1.881296,-1.8950821
0.5666667,-1.93227,-1.9409482
0.5833333,-2.055283,-1.9827969
0.6,-2.102171,-2.0171027
0.6166667,-2.32244,-2.041637
0.0,-0.6824037,-0.90192914
0.01666667,-0.6961541,-0.90699863
0.03333333,-0.6959692,-0.9126687
0.05,-0.7210874,-0.9191561
0.06666667,-0.7569193,-0.9267726
0.08333333,-0.7568239,-0.9359569
0.1,-0.8038915,-0.94730467
0.1166667,-0.8040752,-0.96158814
0.1333333,-0.8563005,-0.979738
0.15,-0.8555239,-1.0027493
0.1666667,-0.9633831,-1.0314661
0.1833333,-0.9633831,-1.0662383
0.2,-1.04882,-1.1065472
0.2166667,-1.048755,-1.150825
0.2333333,-1.141482,-1.1967041
0.25,-1.14159,-1.2416862
0.2666667,-1.252627,-1.2838793
0.2833333,-1.252627,-1.3224114
0.3,-1.332753,-1.3573998
0.3166667,-1.364185,-1.3896406
0.3333333,-1.503304,-1.4202487
0.35,-1.503304,-1.4503653
0.3666667,-1.631398,-1.4809552
0.3833333,-1.631398,-1.5126745
0.4,-1.631398,-1.5458004
0.4166667,-1.787038,-1.5802355
0.4333333,-1.787038,-1.615622
0.45,-1.945434,-1.6515672
0.4666667,-2.112093,-1.6879251
0.4833333,-2.103829,-1.7250156
0.5,-2.281507,-1.7636404
0.0,-0.04808817,-0.90192914
0.01666667,-0.05333005,-0.90699863
0.03333333,-0.05308809,-0.9126687
0.05,-0.07613352,-0.9191561
0.06666667,-0.07636548,-0.9267726
0.08333333,-0.1119357,-0.9359569
0.1,-0.1118304,-0.94730467
0.1166667,-0.1625316,-0.96158814
0.1333333,-0.1623394,-0.979738
0.15,-0.004371651,-1.0027493
0.1666667,-0.004371651,-1.0314661
0.1833333,-0.004371651,-1.0662383
0.2,-0.3327824,-1.1065472
0.2166667,-0.4175007,-1.150825
0.2333333,-0.4175947,-1.1967041
0.25,-0.5168519,-1.2416862
0.2666667,-0.5168126,-1.2838793
0.2833333,-0.5857682,-1.3224114
0.3,-0.6214981,-1.3573998
0.3166667,-0.7415149,-1.3896406
0.3333333,-0.7416749,-1.4202487
0.35,-0.8604484,-1.4503653
0.3666667,-0.8604484,-1.4809552
0.3833333,-0.9312046,-1.5126745
0.4,-1.001088,-1.5458004
0.4166667,-1.150026,-1.5802355
0.4333333,-1.164777,-1.615622
0.45,-1.326758,-1.6515672
0.4666667,-1.326758,-1.6879251
0.4833333,-1.486285,-1.7250156
0.5,-1.486285,-1.7636404
0.5166667,-1.569615,-1.8047642
0.5333333,-1.656586,-1.8488529
0.55,-1.74702,-1.8950821
0.5666667,-1.752956,-1.9409482
0.5833333,-2.060582,-1.9827969
0.6,-2.060582,-2.0171027
0.6166667,-2.261831,-2.041637
0.6333333,-2.261831,-2.0558732
0.65,-2.323188,-2.060741
0.0,-0.620002,-0.90192914
0.01666667,-0.6251965,-0.90699863
0.03333333,-0.6250469,-0.9126687
0.05,-0.6361786,-0.9191561
0.06666667,-0.6359873,-0.9267726
0.08333333,-0.6600103,-0.9359569
0.1,-0.6598209,-0.94730467
0.1166667,-0.6989086,-0.96158814
0.1333333,-0.6988927,-0.979738
0.15,-0.7474695,-1.0027493
0.1666667,-0.7473021,-1.0314661
0.1833333,-0.8347219,-1.0662383
0.2,-0.8347219,-1.1065472
0.2166667,-0.9077583,-1.150825
0.2333333,-0.9075362,-1.1967041
0.25,-0.9918256,-1.2416862
0.2666667,-0.9919103,-1.2838793
0.2833333,-1.109563,-1.3224114
0.3,-1.109563,-1.3573998
0.3166667,-1.228579,-1.3896406
0.3333333,-1.228579,-1.4202487
0.35,-1.334099,-1.4503653
0.3666667,-1.334099,-1.4809552
0.3833333,-1.470293,-1.5126745
0.4,-1.470293,-1.5458004
0.4166667,-1.613848,-1.5802355
0.4333333,-1.613848,-1.615622
0.45,-1.748815,-1.6515672
0.4666667,-1.748626,-1.6879251
0.4833333,-1.912002,-1.7250156
0.5,-1.912002,-1.7636404
0.5166667,-2.087459,-1.8047642
0.5333333,-2.087459,-1.8488529
0.55,-2.258008,-1.8950821
0.5666667,-2.258008,-1.9409482
0.0,-1.01754,-0.90192914
0.01666667,-1.024197,-0.90699863
0.03333333,-1.024051,-0.9126687
0.05,-1.04195,-0.9191561
0.06666667,-1.04176,-0.9267726
0.08333333,-1.069657,-0.9359569
0.1,-1.069727,-0.94730467
0.1166667,-1.108997,-0.96158814
0.1333333,-1.109304,-0.979738
0.15,-1.179501,-1.0027493
0.1666667,-1.179501,-1.0314661
0.1833333,-1.242188,-1.0662383
0.2,-1.242328,-1.1065472
0.2166667,-1.316176,-1.150825
0.2333333,-1.316376,-1.1967041
0.25,-1.410171,-1.2416862
0.2666667,-1.410171,-1.2838793
0.2833333,-1.501433,-1.3224114
0.3,-1.501848,-1.3573998
0.3166667,-1.618756,-1.3896406
0.3333333,-1.697872,-1.4202487
0.35,-1.73271,-1.4503653
0.3666667,-1.732678,-1.4809552
0.3833333,-1.774586,-1.5126745
0.4,-1.85432,-1.5458004
0.4166667,-1.989047,-1.5802355
0.4333333,-2.005252,-1.615622
0.45,-2.156169,-1.6515672
0.4666667,-2.156169,-1.6879251
0.4833333,-2.288682,-1.7250156
0.5,-2.288682,-1.7636404
0.0,-0.1971366,-0.90192914
0.01666667,-0.1967859,-0.90699863
0.03333333,-0.2036674,-0.9126687
0.05,-0.2036147,-0.9191561
0.06666667,-0.2035729,-0.9267726
0.08333333,-0.2200681,-0.9359569
0.1,-0.2197487,-0.94730467
0.1166667,-0.2487617,-0.96158814
0.1333333,-0.2489353,-0.979738
0.15,-0.2882032,-1.0027493
0.1666667,-0.2883533,-1.0314661
0.1833333,-0.3563712,-1.0662383
0.2,-0.3563712,-1.1065472
0.2166667,-0.4219967,-1.150825
0.2333333,-0.4219775,-1.1967041
0.25,-0.5125139,-1.2416862
0.2666667,-0.5125139,-1.2838793
0.2833333,-0.6017054,-1.3224114
0.3,-0.6025062,-1.3573998
0.3166667,-0.7011218,-1.3896406
0.3333333,-0.7011218,-1.4202487
0.35,-0.7506931,-1.4503653
0.3666667,-0.7104849,-1.4809552
0.3833333,-0.9206492,-1.5126745
0.4,-1.062878,-1.5458004
0.4166667,-1.070608,-1.5802355
0.4333333,-1.209745,-1.615622
0.45,-1.209745,-1.6515672
0.4666667,-1.209745,-1.6879251
0.4833333,-1.365888,-1.7250156
0.5,-1.365888,-1.7636404
0.5166667,-1.518938,-1.8047642
0.5333333,-1.518938,-1.8488529
0.55,-1.695179,-1.8950821
0.5666667,-1.695179,-1.9409482
0.5833333,-1.888425,-1.9827969
0.6,-1.888425,-2.0171027
0.6166667,-2.075487,-2.041637
0.6333333,-2.075487,-2.0558732
0.65,-2.279554,-2.060741
0.6666667,-2.279554,-2.0581748
0.0,-1.226457,-0.90192914
0.01666667,-1.233285,-0.90699863
0.03333333,-1.233182,-0.9126687
0.05,-1.250563,-0.9191561
0.06666667,-1.250566,-0.9267726
0.08333333,-1.279594,-0.9359569
0.1,-1.279352,-0.94730467
0.1166667,-1.317092,-0.96158814
0.1333333,-1.316959,-0.979738
0.15,-1.394494,-1.0027493
0.1666667,-1.394494,-1.0314661
0.1833333,-1.457199,-1.0662383
0.2,-1.534983,-1.1065472
0.2166667,-1.534983,-1.150825
0.2333333,-1.619138,-1.1967041
0.25,-1.61938,-1.2416862
0.2666667,-1.727812,-1.2838793
0.2833333,-1.727812,-1.3224114
0.3,-1.727812,-1.3573998
0.3166667,-1.838,-1.3896406
0.3333333,-1.838,-1.4202487
0.35,-1.89592,-1.4503653
0.3666667,-1.949879,-1.4809552
0.3833333,-2.074125,-1.5126745
0.4,-2.085923,-1.5458004
0.4166667,-2.159979,-1.5802355
0.4333333,-2.216683,-1.615622
0.0,-0.6939239,-0.90192914
0.01666667,-0.6953168,-0.90699863
0.03333333,-0.6954243,-0.9126687
0.05,-0.7067239,-0.9191561
0.06666667,-0.7068217,-0.9267726
0.08333333,-0.7289252,-0.9359569
0.1,-0.7288745,-0.94730467
0.1166667,-0.7625571,-0.96158814
0.1333333,-0.7623002,-0.979738
0.15,-0.8312414,-1.0027493
0.1666667,-0.8312414,-1.0314661
0.1833333,-0.8893276,-1.0662383
0.2,-0.8895056,-1.1065472
0.2166667,-0.9056128,-1.150825
0.2333333,-0.9552572,-1.1967041
0.25,-1.0369,-1.2416862
0.2666667,-1.1287,-1.2838793
0.2833333,-1.132885,-1.3224114
0.3,-1.233879,-1.3573998
0.3166667,-1.233749,-1.3896406
0.3333333,-1.233665,-1.4202487
0.35,-1.311046,-1.4503653
0.3666667,-1.310624,-1.4809552
0.3833333,-1.47303,-1.5126745
0.4,-1.47303,-1.5458004
0.4166667,-1.614243,-1.5802355
0.4333333,-1.614243,-1.615622
0.45,-1.764221,-1.6515672
0.4666667,-1.764221,-1.6879251
0.4833333,-1.910303,-1.7250156
0.5,-1.910303,-1.7636404
0.5166667,-2.079759,-1.8047642
0.5333333,-2.079759,-1.8488529
0.55,-2.245319,-1.8950821
0.5666667,-2.24507,-1.9409482
0.0,-0.3262248,-0.90192914
0.01666667,-0.3252306,-0.90699863
0.03333333,-0.3241071,-0.9126687
0.05,-0.3239745,-0.9191561
0.06666667,-0.3268527,-0.9267726
0.08333333,-0.3267646,-0.9359569
0.1,-0.3383317,-0.94730467
0.1166667,-0.338532,-0.96158814
0.1333333,-0.3386629,-0.979738
0.15,-0.3624688,-1.0027493
0.1666667,-0.3626424,-1.0314661
0.1833333,-0.3988087,-1.0662383
0.2,-0.3986233,-1.1065472
0.2166667,-0.4699998,-1.150825
0.2333333,-0.4699998,-1.1967041
0.25,-0.5304369,-1.2416862
0.2666667,-0.5305814,-1.2838793
0.2833333,-0.6029779,-1.3224114
0.3,-0.6030131,-1.3573998
0.3166667,-0.6825702,-1.3896406
0.3333333,-0.6825702,-1.4202487
0.35,-0.7767248,-1.4503653
0.3666667,-0.7741158,-1.4809552
0.3833333,-0.8951407,-1.5126745
0.4,-0.8951407,-1.5458004
0.4166667,-1.005677,-1.5802355
0.4333333,-1.133993,-1.615622
0.45,-1.134766,-1.6515672
0.4666667,-1.274676,-1.6879251
0.4833333,-1.274676,-1.7250156
0.5,-1.419997,-1.7636404
0.5166667,-1.419964,-1.8047642
0.5333333,-1.419963,-1.8488529
0.55,-1.58155,-1.8950821
0.5666667,-1.58155,-1.9409482
0.5833333,-1.750061,-1.9827969
0.6,-1.750061,-2.0171027
0.6166667,-1.925528,-2.041637
0.6333333,-1.925528,-2.0558732
0.65,-2.118001,-2.060741
0.6666667,-2.118001,-2.0581748
0.6833333,-2.301198,-2.050661
0.7,-2.301198,-2.0407615
0.0,-1.72919,-0.90192914
0.01666667,-1.72889,-0.90699863
0.03333333,-1.737343,-0.9126687
0.05,-1.73744,-0.9191561
0.06666667,-1.75656,-0.9267726
0.08333333,-1.756717,-0.9359569
0.1,-1.756844,-0.94730467
0.1166667,-1.786078,-0.96158814
0.1333333,-1.785999,-0.979738
0.15,-1.826237,-1.0027493
0.1666667,-1.826102,-1.0314661
0.1833333,-1.909623,-1.0662383
0.2,-1.909623,-1.1065472
0.2166667,-1.974122,-1.150825
0.2333333,-1.974316,-1.1967041
0.25,-2.056999,-1.2416862
0.2666667,-2.056999,-1.2838793
0.2833333,-2.142416,-1.3224114
0.3,-2.142381,-1.3573998
0.3166667,-2.237432,-1.3896406
0.3333333,-2.318077,-1.4202487
0.0,-0.107479,-0.90192914
0.01666667,-0.120014,-0.90699863
0.03333333,-0.120096,-0.9126687
0.05,-0.1418964,-0.9191561
0.06666667,-0.1419507,-0.9267726
0.08333333,-0.1766979,-0.9359569
0.1,-0.2480274,-0.94730467
0.1166667,-0.2454246,-0.96158814
0.1333333,-0.3062676,-0.979738
0.15,-0.3063282,-1.0027493
0.1666667,-0.381635,-1.0314661
0.1833333,-0.381635,-1.0662383
0.2,-0.4660648,-1.1065472
0.2166667,-0.4662313,-1.150825
0.2333333,-0.5664301,-1.1967041
0.25,-0.5664301,-1.2416862
0.2666667,-0.6757455,-1.2838793
0.2833333,-0.6757455,-1.3224114
0.3,-0.7963394,-1.3573998
0.3166667,-0.7963394,-1.3896406
