t,y_real,y_pred
0.5333333,-2.145009,-1.8488529
0.55,-2.145009,-1.8950821
0.5666667,-2.312517,-1.9409482
0.0,-0.8810396,-0.90192914
0.01666667,-0.8913004,-0.90699863
0.03333333,-0.8916285,-0.9126687
0.05,-0.9140253,-0.9191561
0.06666667,-0.9139259,-0.9267726
0.08333333,-0.946627,-0.9359569
0.1,-0.946634,-0.94730467
0.1166667,-0.9466605,-0.96158814
0.1333333,-0.9880141,-0.979738
0.15,-0.9881024,-1.0027493
0.1666667,-1.041514,-1.0314661
0.1833333,-1.042119,-1.0662383
0.2,-1.109834,-1.1065472
0.2166667,-1.110067,-1.150825
0.2333333,-1.190436,-1.1967041
0.25,-1.190436,-1.2416862
0.2666667,-1.276687,-1.2838793
0.2833333,-1.276431,-1.3224114
0.3,-1.369867,-1.3573998
0.3166667,-1.369684,-1.3896406
0.3333333,-1.512208,-1.4202487
0.35,-1.512208,-1.4503653
0.3666667,-1.595647,-1.4809552
0.3833333,-1.626365,-1.5126745
0.4,-1.784476,-1.5458004
0.4166667,-1.869503,-1.5802355
0.4333333,-1.918511,-1.615622
0.45,-2.015932,-1.6515672
0.4666667,-2.051673,-1.6879251
0.4833333,-2.2331,-1.7250156
0.5,-2.2331,-1.7636404
0.5166667,-2.2331,-1.8047642
0.5333333,-2.301167,-1.8488529
0.0,-1.397176,-0.90192914
0.01666667,-1.397461,-0.90699863
0.03333333,-1.400589,-0.9126687
0.05,-1.400178,-0.9191561
0.06666667,-1.411129,-0.9267726
0.08333333,-1.411066,-0.9359569
0.1,-1.434432,-0.94730467
0.1166667,-1.434258,-0.96158814
0.1333333,-1.467159,-0.979738
0.15,-1.467314,-1.0027493
0.1666667,-1.527412,-1.0314661
0.1833333,-1.527412,-1.0662383
0.2,-1.582061,-1.1065472
0.2166667,-1.582081,-1.150825
0.2333333,-1.648933,-1.1967041
0.25,-1.64887,-1.2416862
0.2666667,-1.75818,-1.2838793
0.2833333,-1.75818,-1.3224114
0.3,-1.849258,-1.3573998
0.3166667,-1.849272,-1.3896406
0.3333333,-1.953955,-1.4202487
0.35,-1.949894,-1.4503653
0.3666667,-2.071202,-1.4809552
0.3833333,-2.071202,-1.5126745
0.4,-2.151379,-1.5458004
0.4166667,-2.151073,-1.5802355
0.4333333,-2.336243,-1.615622
0.45,-2.336243,-1.6515672
0.0,-0.7409502,-0.90192914
0.01666667,-0.7406525,-0.90699863
0.03333333,-0.7405879,-0.9126687
0.05,-0.739946,-0.9191561
0.06666667,-0.7402035,-0.9267726
0.08333333,-0.7393024,-0.9359569
0.1,-0.7443979,-0.94730467
0.1166667,-0.7447536,-0.96158814
0.1333333,-0.7595373,-0.979738
0.15,-0.7594077,-1.0027493
0.1666667,-0.7866751,-1.0314661
0.1833333,-0.7866798,-1.0662383
0.2,-0.8246345,-1.1065472
0.2166667,-0.8248379,-1.150825
0.2333333,-0.8878517,-1.1967041
0.25,-0.8877713,-1.2416862
0.2666667,-0.9480044,-1.2838793
0.2833333,-0.9478527,-1.3224114
0.3,-1.021047,-1.3573998
0.3166667,-1.020843,-1.3896406
0.3333333,-1.121166,-1.4202487
0.35,-1.121166,-1.4503653
0.3666667,-1.121166,-1.4809552
0.3833333,-1.215978,-1.5126745
0.4,-1.215908,-1.5458004
0.4166667,-1.340078,-1.5802355
0.4333333,-1.340063,-1.615622
0.45,-1.397626,-1.6515672
0.4666667,-1.451731,-1.6879251
0.4833333,-1.580947,-1.7250156
0.5,-1.716441,-1.7636404
0.5166667,-1.743337,-1.8047642
0.5333333,-1.884478,-1.8488529
0.55,-1.884478,-1.8950821
0.5666667,-2.042901,-1.9409482
0.5833333,-2.042901,-1.9827969
0.6,-2.108906,-2.0171027
0.6166667,-2.196678,-2.041637
0.6333333,-2.282943,-2.0558732
0.65,-2.283065,-2.060741
0.0,-1.018307,-0.90192914
0.01666667,-1.019043,-0.90699863
0.03333333,-1.017509,-0.9126687
0.05,-1.017714,-0.9191561
0.06666667,-1.023271,-0.9267726
0.08333333,-1.023162,-0.9359569
0.1,-1.03998,-0.94730467
0.1166667,-1.03974,-0.96158814
0.1333333,-1.066526,-0.979738
0.15,-1.066529,-1.0027493
0.1666667,-1.066498,-1.0314661
0.1833333,-1.103096,-1.0662383
0.2,-1.104063,-1.1065472
0.2166667,-1.148257,-1.150825
0.2333333,-1.148344,-1.1967041
0.25,-1.208875,-1.2416862
0.2666667,-1.279083,-1.2838793
0.2833333,-1.279381,-1.3224114
0.3,-1.361654,-1.3573998
0.3166667,-1.361629,-1.3896406
0.3333333,-1.446173,-1.4202487
0.35,-1.446155,-1.4503653
0.3666667,-1.613382,-1.4809552
0.3833333,-1.613382,-1.5126745
0.4,-1.6783,-1.5458004
0.4166667,-1.726363,-1.5802355
0.4333333,-1.853575,-1.615622
0.45,-1.878579,-1.6515672
0.4666667,-2.007943,-1.6879251
0.4833333,-2.007943,-1.7250156
0.5,-2.143775,-1.7636404
0.5166667,-2.143543,-1.8047642
0.5333333,-2.230725,-1.8488529
0.55,-2.230762,-1.8950821
0.5666667,-2.230663,-1.9409482
0.0,-0.5243695,-0.90192914
0.01666667,-0.5239831,-0.90699863
0.03333333,-0.5240599,-0.9126687
0.05,-0.5286226,-0.9191561
0.06666667,-0.5286767,-0.9267726
0.08333333,-0.5428391,-0.9359569
0.1,-0.5426847,-0.94730467
0.1166667,-0.5699588,-0.96158814
0.1333333,-0.5699251,-0.979738
0.15,-0.6107119,-1.0027493
0.1666667,-0.6107775,-1.0314661
0.1833333,-0.6108346,-1.0662383
0.2,-0.6605505,-1.1065472
0.2166667,-0.6607319,-1.150825
0.2333333,-0.7505681,-1.1967041
0.25,-0.7505681,-1.2416862
0.2666667,-0.8284813,-1.2838793
0.2833333,-0.8284208,-1.3224114
0.3,-0.9180421,-1.3573998
0.3166667,-0.9178493,-1.3896406
0.3333333,-1.020179,-1.4202487
0.35,-1.084115,-1.4503653
0.3666667,-1.12846,-1.4809552
0.3833333,-1.249762,-1.5126745
0.4,-1.250102,-1.5458004
0.4166667,-1.381182,-1.5802355
0.4333333,-1.381182,-1.615622
0.45,-1.531982,-1.6515672
0.4666667,-1.531982,-1.6879251
0.4833333,-1.685065,-1.7250156
0.5,-1.685143,-1.7636404
0.5166667,-1.858713,-1.8047642
0.5333333,-1.858713,-1.8488529
0.55,-1.858713,-1.8950821
0.5666667,-1.941059,-1.9409482
0.5833333,-1.941253,-1.9827969
0.6,-2.215147,-2.0171027
0.6166667,-2.215147,-2.041637
0.6333333,-2.370516,-2.0558732
0.65,-2.370516,-2.060741
0.0,-0.769281,-0.90192914
0.01666667,-0.7693765,-0.90699863
0.03333333,-0.7779148,-0.9126687
0.05,-0.7780996,-0.9191561
0.06666667,-0.7963497,-0.9267726
0.08333333,-0.7964362,-0.9359569
0.1,-0.8264466,-0.94730467
0.1166667,-0.8265146,-0.96158814
0.1333333,-0.8696679,-0.979738
0.15,-0.8697691,-1.0027493
0.1666667,-0.9536249,-1.0314661
0.1833333,-0.9536249,-1.0662383
0.2,-1.019857,-1.1065472
0.2166667,-1.019836,-1.150825
0.2333333,-1.01983,-1.1967041
0.25,-1.099486,-1.2416862
0.2666667,-1.099562,-1.2838793
0.2833333,-1.196183,-1.3224114
0.3,-1.196183,-1.3573998
0.3166667,-1.29037,-1.3896406
0.3333333,-1.293902,-1.4202487
0.35,-1.374005,-1.4503653
0.3666667,-1.373385,-1.4809552
0.3833333,-1.529295,-1.5126745
0.4,-1.529295,-1.5458004
0.4166667,-1.613563,-1.5802355
0.4333333,-1.820365,-1.615622
0.45,-1.813897,-1.6515672
0.4666667,-1.911732,-1.6879251
0.4833333,-1.959681,-1.7250156
0.5,-2.137307,-1.7636404
0.5166667,-2.137307,-1.8047642
0.5333333,-2.202646,-1.8488529
0.0,-0.1806741,-0.90192914
0.01666667,-0.1796372,-0.90699863
0.03333333,-0.1798202,-0.9126687
0.05,-0.1812883,-0.9191561
0.06666667,-0.1811821,-0.9267726
0.08333333,-0.1844358,-0.9359569
0.1,-0.1846352,-0.94730467
0.1166667,-0.193707,-0.96158814
0.1333333,-0.1938695,-0.979738
0.15,-0.2168711,-1.0027493
0.1666667,-0.2170856,-1.0314661
0.1833333,-0.2533603,-1.0662383
0.2,-0.2534545,-1.1065472
0.2166667,-0.2535259,-1.150825
0.2333333,-0.300824,-1.1967041
0.25,-0.3010033,-1.2416862
0.2666667,-0.3490386,-1.2838793
0.2833333,-0.4672486,-1.3224114
0.3,-0.4718183,-1.3573998
0.3166667,-0.5564012,-1.3896406
0.3333333,-0.5563457,-1.4202487
0.35,-0.6535262,-1.4503653
0.3666667,-0.6537165,-1.4809552
0.3833333,-0.7619923,-1.5126745
0.4,-0.7616859,-1.5458004
0.4166667,-0.8392277,-1.5802355
0.4333333,-0.8797445,-1.615622
0.45,-1.012306,-1.6515672
0.4666667,-1.012629,-1.6879251
0.4833333,-1.166408,-1.7250156
0.5,-1.166408,-1.7636404
0.5166667,-1.305783,-1.8047642
0.5333333,-1.305783,-1.8488529
0.55,-1.390564,-1.8950821
0.5666667,-1.390999,-1.9409482
0.5833333,-1.648508,-1.9827969
0.6,-1.648507,-2.0171027
0.6166667,-1.648505,-2.041637
0.6333333,-1.83358,-2.0558732
0.65,-1.83358,-2.060741
0.6666667,-2.03236,-2.0581748
0.6833333,-2.231141,-2.050661
0.7,-2.231141,-2.0407615
0.7166667,-2.372801,-2.030644
0.0,-1.175547,-0.90192914
0.01666667,-1.175695,-0.90699863
0.03333333,-1.180295,-0.9126687
0.05,-1.180263,-0.9191561
0.06666667,-1.191566,-0.9267726
0.08333333,-1.19165,-0.9359569
0.1,-1.216381,-0.94730467
0.1166667,-1.216555,-0.96158814
0.1333333,-1.255179,-0.979738
0.15,-1.25528,-1.0027493
0.1666667,-1.328631,-1.0314661
0.1833333,-1.328631,-1.0662383
0.2,-1.328631,-1.1065472
0.2166667,-1.388607,-1.150825
0.2333333,-1.388446,-1.1967041
0.25,-1.2637,-1.2416862
0.2666667,-1.474861,-1.2838793
0.2833333,-1.557192,-1.3224114
0.3,-1.557167,-1.3573998
0.3166667,-1.653078,-1.3896406
0.3333333,-1.777489,-1.4202487
0.35,-1.769604,-1.4503653
0.3666667,-1.78622,-1.4809552
0.3833333,-1.881862,-1.5126745
0.4,-2.018651,-1.5458004
0.4166667,-2.014082,-1.5802355
0.4333333,-2.064658,-1.615622
0.45,-2.143618,-1.6515672
0.4666667,-2.255048,-1.6879251
0.4833333,-2.254814,-1.7250156
0.5,-2.370516,-1.7636404
0.0,-1.783784,-0.90192914
0.01666667,-1.787401,-0.90699863
0.03333333,-1.787559,-0.9126687
0.05,-1.801438,-0.9191561
0.06666667,-1.801552,-0.9267726
0.08333333,-1.826096,-0.9359569
0.1,-1.860766,-0.94730467
0.1166667,-1.860877,-0.96158814
0.1333333,-1.906555,-0.979738
0.15,-1.906632,-1.0027493
0.1666667,-1.961089,-1.0314661
0.1833333,-1.961199,-1.0662383
0.2,-2.06502,-1.1065472
0.2166667,-2.06502,-1.150825
0.2333333,-2.06502,-1.1967041
0.25,-2.145568,-1.2416862
0.2666667,-2.14543,-1.2838793
0.2833333,-2.235576,-1.3224114
0.3,-2.235576,-1.3573998
0.3166667,-2.333429,-1.3896406
0.3333333,-2.329605,-1.4202487
0.35,-2.377101,-1.4503653
0.0,-0.8249255,-0.90192914
0.01666667,-0.8249653,-0.90699863
0.03333333,-0.8439999,-0.9126687
0.05,-0.8438415,-0.9191561
0.06666667,-0.8745706,-0.9267726
0.08333333,-0.874754,-0.9359569
0.1,-0.9175728,-0.94730467
0.1166667,-0.9178459,-0.96158814
0.1333333,-0.9685099,-0.979738
0.15,-0.9686394,-1.0027493
0.1666667,-1.058379,-1.0314661
0.1833333,-1.058379,-1.0662383
0.2,-1.136049,-1.1065472
0.2166667,-1.136024,-1.150825
0.2333333,-1.225613,-1.1967041
0.25,-1.225382,-1.2416862
0.2666667,-1.33288,-1.2838793
0.2833333,-1.407258,-1.3224114
0.3,-1.438731,-1.3573998
0.3166667,-1.524456,-1.3896406
0.3333333,-1.524391,-1.4202487
0.35,-1.656169,-1.4503653
0.3666667,-1.654725,-1.4809552
0.3833333,-1.654709,-1.5126745
0.4,-1.858793,-1.5458004
0.4166667,-1.858793,-1.5802355
0.4333333,-1.954501,-1.615622
0.45,-2.004691,-1.6515672
0.4666667,-2.081929,-1.6879251
0.4833333,-2.154428,-1.7250156
0.5,-2.245919,-1.7636404
0.5166667,-2.245822,-1.8047642
0.0,-0.5881712,-0.90192914
0.01666667,-0.5882988,-0.90699863
0.03333333,-0.594768,-0.9126687
0.05,-0.6086004,-0.9191561
0.06666667,-0.6087162,-0.9267726
0.08333333,-0.6390542,-0.9359569
0.1,-0.6389162,-0.94730467
0.1166667,-0.6794707,-0.96158814
0.1333333,-0.679467,-0.979738
0.15,-0.7288426,-1.0027493
0.1666667,-0.7282449,-1.0314661
0.1833333,-0.8282525,-1.0662383
0.2,-0.8282511,-1.1065472
0.2166667,-0.8282378,-1.150825
0.2333333,-0.9040017,-1.1967041
0.25,-0.9039314,-1.2416862
0.2666667,-0.9973302,-1.2838793
0.2833333,-0.9973302,-1.3224114
0.3,-1.094513,-1.3573998
0.3166667,-1.097938,-1.3896406
0.3333333,-1.154479,-1.4202487
0.35,-1.144928,-1.4503653
0.3666667,-1.335486,-1.4809552
0.3833333,-1.335486,-1.5126745
0.4,-1.470291,-1.5458004
0.4166667,-1.470188,-1.5802355
0.4333333,-1.611951,-1.615622
0.45,-1.760465,-1.6515672
0.4666667,-1.769604,-1.6879251
0.4833333,-1.924973,-1.7250156
0.5,-1.924973,-1.7636404
0.5166667,-2.013059,-1.8047642
0.5333333,-2.013253,-1.8488529
0.55,-2.283692,-1.8950821
0.5666667,-2.283692,-1.9409482
0.0,-1.490486,-0.90192914
0.01666667,-1.501906,-0.90699863
0.03333333,-1.501913,-0.9126687
0.05,-1.523888,-0.9191561
0.06666667,-1.524069,-0.9267726
0.08333333,-1.558774,-0.9359569
0.1,-1.55882,-0.94730467
0.1166667,-1.604402,-0.96158814
0.1333333,-1.604458,-0.979738
0.15,-1.656377,-1.0027493
0.1666667,-1.656406,-1.0314661
0.1833333,-1.656455,-1.0662383
0.2,-1.72745,-1.1065472
0.2166667,-1.72755,-1.150825
0.2333333,-1.843003,-1.1967041
0.25,-1.843003,-1.2416862
0.2666667,-1.932712,-1.2838793
0.2833333,-1.932569,-1.3224114
0.3,-2.040284,-1.3573998
0.3166667,-2.040284,-1.3896406
0.3333333,-2.129359,-1.4202487
0.35,-2.145294,-1.4503653
0.3666667,-2.243388,-1.4809552
0.0,-1.273795,-0.90192914
0.01666667,-1.273671,-0.90699863
0.03333333,-1.286925,-0.9126687
0.05,-1.287023,-0.9191561
0.06666667,-1.311199,-0.9267726
0.08333333,-1.310927,-0.9359569
0.1,-1.346478,-0.94730467
0.1166667,-1.3466,-0.96158814
0.1333333,-1.392127,-0.979738
0.15,-1.39224,-1.0027493
0.1666667,-1.47943,-1.0314661
0.1833333,-1.47943,-1.0662383
0.2,-1.548549,-1.1065472
0.2166667,-1.548399,-1.150825
0.2333333,-1.629464,-1.1967041
0.25,-1.629603,-1.2416862
0.2666667,-1.721623,-1.2838793
0.2833333,-1.721623,-1.3224114
0.3,-1.501734,-1.3573998
0.3166667,-1.840434,-1.3896406
0.3333333,-1.885966,-1.4202487
0.35,-1.948019,-1.4503653
0.3666667,-2.071309,-1.4809552
0.3833333,-2.084911,-1.5126745
0.4,-2.226571,-1.5458004
0.4166667,-2.226571,-1.5802355
0.4333333,-2.359092,-1.615622
0.0,-1.04418,-0.90192914
0.01666667,-1.052494,-0.90699863
0.03333333,-1.052761,-0.9126687
0.05,-1.074683,-0.9191561
0.06666667,-1.074522,-0.9267726
0.08333333,-1.106151,-0.9359569
0.1,-1.106135,-0.94730467
0.1166667,-1.141353,-0.96158814
0.1333333,-1.141329,-0.979738
0.15,-1.218821,-1.0027493
0.1666667,-1.218821,-1.0314661
0.1833333,-1.282625,-1.0662383
0.2,-1.282694,-1.1065472
0.2166667,-1.360764,-1.150825
0.2333333,-1.360752,-1.1967041
0.25,-1.471082,-1.2416862
0.2666667,-1.470936,-1.2838793
0.2833333,-1.573519,-1.3224114
0.3,-1.568857,-1.3573998
0.3166667,-1.678064,-1.3896406
0.3333333,-1.678064,-1.4202487
0.35,-1.756575,-1.4503653
0.3666667,-1.796747,-1.4809552
0.3833333,-1.896268,-1.5126745
0.4,-1.901978,-1.5458004
0.4166667,-2.095264,-1.5802355
0.4333333,-2.095264,-1.615622
0.45,-2.191816,-1.6515672
0.4666667,-2.233731,-1.6879251
0.0,-0.3229747,-0.90192914
0.01666667,-0.3229999,-0.90699863
0.03333333,-0.3381004,-0.9126687
0.05,-0.3384614,-0.9191561
0.06666667,-0.3669969,-0.9267726
0.08333333,-0.3672405,-0.9359569
0.1,-0.4066853,-0.94730467
0.1166667,-0.4586642,-0.96158814
0.1333333,-0.4585007,-0.979738
0.15,-0.5201883,-1.0027493
0.1666667,-0.5200504,-1.0314661
0.1833333,-0.5942756,-1.0662383
0.2,-0.5944294,-1.1065472
0.2166667,-0.7110671,-1.150825
0.2333333,-0.7110671,-1.1967041
0.25,-0.8117248,-1.2416862
0.2666667,-0.811864,-1.2838793
0.2833333,-0.8859117,-1.3224114
0.3,-0.8860319,-1.3573998
0.3166667,-1.040946,-1.3896406
0.3333333,-1.040946,-1.4202487
0.35,-1.040946,-1.4503653
0.3666667,-1.138526,-1.4809552
0.3833333,-1.139046,-1.5126745
0.4,-1.325547,-1.5458004
0.4166667,-1.325547,-1.5802355
0.4333333,-1.407262,-1.615622
0.45,-1.47368,-1.6515672
0.4666667,-1.555506,-1.6879251
0.4833333,-1.556265,-1.7250156
0.5,-1.722164,-1.7636404
0.5166667,-2.001475,-1.8047642
0.5333333,-2.004709,-1.8488529
0.55,-2.099579,-1.8950821
0.01666667,-0.93107,-0.90699863
0.03333333,-0.9310202,-0.9126687
0.05,-0.9565214,-0.9191561
0.06666667,-0.9564116,-0.9267726
0.08333333,-0.9957902,-0.9359569
0.1,-0.9956458,-0.94730467
0.1166667,-1.044798,-0.96158814
0.1333333,-1.044929,-0.979738
0.15,-1.104995,-1.0027493
0.1666667,-1.105155,-1.0314661
0.1833333,-1.20982,-1.0662383
0.2,-1.20982,-1.1065472
0.2166667,-1.20982,-1.150825
0.2333333,-1.297116,-1.1967041
0.25,-1.296977,-1.2416862
0.2666667,-1.406316,-1.2838793
0.2833333,-1.406316,-1.3224114
0.3,-1.506848,-1.3573998
0.3166667,-1.62109,-1.3896406
0.3333333,-1.643938,-1.4202487
0.35,-1.716331,-1.4503653
0.3666667,-1.748797,-1.4809552
0.3833333,-1.844099,-1.5126745
0.4,-1.883449,-1.5458004
0.4166667,-1.955228,-1.5802355
0.4333333,-1.955088,-1.615622
0.45,-2.219717,-1.6515672
0.4666667,-2.219717,-1.6879251
0.4833333,-2.363661,-1.7250156
0.5,-2.363661,-1.7636404
0.0,-1.796485,-0.90192914
0.01666667,-1.796617,-0.90699863
0.03333333,-1.795086,-0.9126687
0.05,-1.794792,-0.9191561
0.06666667,-1.801225,-0.9267726
0.08333333,-1.80122,-0.9359569
0.1,-1.817883,-0.94730467
0.1166667,-1.817645,-0.96158814
0.1333333,-1.847209,-0.979738
0.15,-1.847071,-1.0027493
0.1666667,-1.886563,-1.0314661
0.1833333,-1.886467,-1.0662383
0.2,-1.97067,-1.1065472
0.2166667,-1.97067,-1.150825
0.2333333,-2.035028,-1.1967041
0.25,-2.124896,-1.2416862
0.2666667,-2.121267,-1.2838793
0.2833333,-2.207458,-1.3224114
0.3,-2.207592,-1.3573998
0.3166667,-2.303959,-1.3896406
0.3333333,-2.304031,-1.4202487
0.35,-2.304017,-1.4503653
0.3666667,-2.38073,-1.4809552
0.0,0.03601085,-0.90192914
0.01666667,0.01457454,-0.90699863
0.03333333,0.01480567,-0.9126687
0.05,0.01491285,-0.9191561
0.06666667,-0.02055677,-0.9267726
0.08333333,-0.02103309,-0.9359569
0.1,-0.06835507,-0.94730467
0.1166667,-0.1252857,-0.96158814
0.1333333,-0.1255151,-0.979738
0.15,-0.1939667,-1.0027493
0.1666667,-0.1941745,-1.0314661
0.1833333,-0.3100383,-1.0662383
0.2,-0.3100383,-1.1065472
0.2166667,-0.4030757,-1.150825
0.2333333,-0.4059371,-1.1967041
0.25,-0.4749364,-1.2416862
0.2666667,-0.4567869,-1.2838793
0.2833333,-0.6302145,-1.3224114
0.3,-0.6302145,-1.3573998
0.3166667,-0.6930643,-1.3896406
0.3333333,-0.7588044,-1.4202487
0.35,-0.9020837,-1.4503653
0.3666667,-0.9051134,-1.4809552
0.3833333,-1.053882,-1.5126745
0.4,-1.053882,-1.5458004
0.4166667,-1.053882,-1.5802355
0.4333333,-1.125849,-1.615622
0.45,-1.12888,-1.6515672
0.4666667,-1.374058,-1.6879251
0.4833333,-1.374058,-1.7250156
0.5,-1.460922,-1.7636404
0.5166667,-1.635456,-1.8047642
0.5333333,-1.749214,-1.8488529
0.55,-1.841795,-1.8950821
0.5666667,-1.842115,-1.9409482
0.5833333,-2.147009,-1.9827969
0.6,-2.147009,-2.0171027
0.6166667,-2.246493,-2.041637
0.6333333,-2.252541,-2.0558732
0.0,-0.6734229,-0.90192914
0.01666667,-0.6780118,-0.90699863
0.03333333,-0.6947671,-0.9126687
0.05,-0.6947771,-0.9191561
0.06666667,-0.7232114,-0.9267726
0.08333333,-0.7233044,-0.9359569
0.1,-0.7627714,-0.94730467
0.1166667,-0.7626836,-0.96158814
0.1333333,-0.8128014,-0.979738
0.15,-0.8128069,-1.0027493
0.1666667,-0.9138592,-1.0314661
0.1833333,-0.9138592,-1.0662383
0.2,-0.992253,-1.1065472
0.2166667,-0.992088,-1.150825
0.2333333,-1.066471,-1.1967041
0.25,-1.066279,-1.2416862
0.2666667,-1.159708,-1.2838793
0.2833333,-1.165079,-1.3224114
0.3,-1.244873,-1.3573998
0.3166667,-1.244961,-1.3896406
0.3333333,-1.244864,-1.4202487
0.35,-1.326774,-1.4503653
0.3666667,-1.323993,-1.4809552
0.3833333,-1.554543,-1.5126745
0.4,-1.697077,-1.5458004
0.4166667,-1.710034,-1.5802355
0.4333333,-1.859767,-1.615622
0.45,-1.859767,-1.6515672
0.4666667,-2.023897,-1.6879251
0.4833333,-2.023897,-1.7250156
0.5,-2.203865,-1.7636404
0.5166667,-2.203865,-1.8047642
0.5333333,-2.372314,-1.8488529
0.55,-2.372314,-1.8950821
0.0,-0.6352632,-0.90192914
0.01666667,-0.6425682,-0.90699863
0.03333333,-0.6423964,-0.9126687
0.05,-0.6613738,-0.9191561
0.06666667,-0.6608801,-0.9267726
0.08333333,-0.6898206,-0.9359569
0.1,-0.6898524,-0.94730467
0.1166667,-0.730683,-0.96158814
0.1333333,-0.730804,-0.979738
0.15,-0.7821202,-1.0027493
0.1666667,-0.7819578,-1.0314661
0.1833333,-0.8775461,-1.0662383
0.2,-0.8775461,-1.1065472
0.2166667,-0.9556707,-1.150825
0.2333333,-0.955558,-1.1967041
0.25,-1.046406,-1.2416862
0.2666667,-1.046459,-1.2838793
0.2833333,-1.146297,-1.3224114
0.3,-1.146297,-1.3573998
0.3166667,-1.26642,-1.3896406
0.3333333,-1.26642,-1.4202487
0.35,-1.346552,-1.4503653
0.3666667,-1.34635,-1.4809552
0.3833333,-1.520919,-1.5126745
0.4,-1.520919,-1.5458004
0.4166667,-1.667511,-1.5802355
0.4333333,-1.667439,-1.615622
0.45,-1.828354,-1.6515672
0.4666667,-1.828354,-1.6879251
0.4833333,-1.991233,-1.7250156
0.5,-1.991013,-1.7636404
0.5166667,-2.168364,-1.8047642
0.5333333,-2.168364,-1.8488529
0.55,-2.341424,-1.8950821
0.5666667,-2.341409,-1.9409482
0.0,-1.529697,-0.90192914
0.01666667,-1.529847,-0.90699863
0.03333333,-1.533856,-0.9126687
0.05,-1.534029,-0.9191561
0.06666667,-1.548675,-0.9267726
0.08333333,-1.548584,-0.9359569
0.1,-1.576536,-0.94730467
0.1166667,-1.576895,-0.96158814
0.1333333,-1.615158,-0.979738
0.15,-1.614947,-1.0027493
0.1666667,-1.68735,-1.0314661
0.1833333,-1.68735,-1.0662383
0.2,-1.68735,-1.1065472
0.2166667,-1.744649,-1.150825
0.2333333,-1.744599,-1.1967041
0.25,-1.826725,-1.2416862
0.2666667,-1.826725,-1.2838793
0.2833333,-1.907911,-1.3224114
0.3,-1.90813,-1.3573998
0.3166667,-2.018651,-1.3896406
0.3333333,-2.018651,-1.4202487
0.35,-2.119896,-1.4503653
0.3666667,-2.228856,-1.4809552
0.3833333,-2.228856,-1.5126745
0.4,-2.34746,-1.5458004
0.4166667,-2.347487,-1.5802355
0.0,-0.6751686,-0.90192914
0.01666667,-0.6846375,-0.90699863
0.03333333,-0.6845345,-0.9126687
0.05,-0.7072576,-0.9191561
0.06666667,-0.7072694,-0.9267726
0.08333333,-0.7416935,-0.9359569
0.1,-0.741669,-0.94730467
0.1166667,-0.788658,-0.96158814
0.1333333,-0.7888868,-0.979738
0.15,-0.8371006,-1.0027493
0.1666667,-0.8370038,-1.0314661
0.1833333,-0.9491471,-1.0662383
0.2,-0.9491471,-1.1065472
0.2166667,-1.032421,-1.150825
0.2333333,-1.032156,-1.1967041
0.25,-1.125806,-1.2416862
0.2666667,-1.125645,-1.2838793
0.2833333,-1.125516,-1.3224114
0.3,-1.208821,-1.3573998
0.3166667,-1.359208,-1.3896406
0.3333333,-1.36828,-1.4202487
0.35,-1.454081,-1.4503653
0.3666667,-1.489552,-1.4809552
0.3833333,-1.624464,-1.5126745
0.4,-1.624385,-1.5458004
0.4166667,-1.681217,-1.5802355
0.4333333,-1.765377,-1.615622
0.45,-1.873635,-1.6515672
0.4666667,-1.916101,-1.6879251
0.4833333,-2.002435,-1.7250156
0.5,-2.002819,-1.7636404
0.5166667,-2.304524,-1.8047642
0.5333333,-2.304524,-1.8488529
0.55,-2.38073,-1.8950821
0.0,0.002002058,-0.90192914
0.01666667,-0.02864532,-0.90699863
0.03333333,-0.02821694,-0.9126687
0.05,-0.0705672,-0.9191561
0.06666667,-0.07072006,-0.9267726
0.08333333,-0.127078,-0.9359569
0.1,-0.1268066,-0.94730467
0.1166667,-0.2402809,-0.96158814
0.1333333,-0.2401758,-0.979738
0.15,-0.3246198,-1.0027493
0.1666667,-0.3247931,-1.0314661
0.1833333,-0.4275921,-1.0662383
0.2,-0.4275921,-1.1065472
0.2166667,-0.4275921,-1.150825
0.2333333,-0.5232836,-1.1967041
0.25,-0.6070406,-1.2416862
0.2666667,-0.6466539,-1.2838793
0.2833333,-0.7790634,-1.3224114
0.3,-0.7792755,-1.3573998
0.3166667,-0.9243739,-1.3896406
0.3333333,-0.9242696,-1.4202487
0.35,-0.9935459,-1.4503653
0.3666667,-1.0845,-1.4809552
0.3833333,-1.255843,-1.5126745
0.4,-1.260312,-1.5458004
0.4166667,-1.43948,-1.5802355
0.4333333,-1.439339,-1.615622
0.45,-1.630863,-1.6515672
0.4666667,-1.630782,-1.6879251
0.4833333,-1.710593,-1.7250156
0.5,-1.711777,-1.7636404
0.5166667,-1.888936,-1.8047642
0.5333333,-1.88876,-1.8488529
0.55,-2.2722,-1.8950821
0.5666667,-2.272151,-1.9409482
0.5833333,-2.272136,-1.9827969
0.0,-1.89864,-0.90192914
0.01666667,-1.898409,-0.90699863
0.03333333,-1.912708,-0.9126687
0.05,-1.912583,-0.9191561
0.06666667,-1.937679,-0.9267726
0.08333333,-1.937626,-0.9359569
0.1,-1.97211,-0.94730467
0.1166667,-1.972033,-0.96158814
0.1333333,-2.017036,-0.979738
0.15,-2.017123,-1.0027493
0.1666667,-2.083251,-1.0314661
