t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-0.0076019,,,0.008008438398312305,
0.01666667,-0.007468426,-1.248403,,-1.2484036248403623,-150.7695078964441
0.03333333,-0.04921535,-1.244919,21.51517,-1.2449186444918645,151.18770545462436
0.05,-0.04896571,0.009070647,-15.92733,0.0090707981858402,-0.7089117164352716
0.06666667,-0.04891299,-1.712419,-29.45701,-1.7124208712420874,-205.870170821202
0.08333333,-0.1060464,-1.707883,-59.00579,-1.7078824707882467,206.4147787667411
0.1,-0.1058424,-2.573362,14.50654,-2.5733581693060135,-310.27115948064284
0.1166667,-0.1918251,-2.577574,-42.895,-2.577578577578579,309.7660116062137
0.1333333,-0.1917616,-2.533774,44.89846,-2.5337755337755334,-304.50965686255745
0.15,-0.2762842,-2.536828,-53.31374,-2.536821926356147,304.1422634297292
0.1666667,-0.2763225,-2.821493,36.38237,-2.821496821496821,-338.3052123519864
0.1833333,-0.370334,-2.885273,-74.39,-2.8852768852768835,330.65162000556364
0.2,-0.3724983,-3.613494,36.97804,-3.6134867730264553,-418.03464785973705
0.2166667,-0.4907838,-3.548565,-54.95497,-3.54856854856855,425.8273741734782
0.2333333,-0.4907838,-3.442065,62.65824,-3.442068442068441,-413.0473869534388
0.25,-0.6055193,-3.442065,-15.75307,-3.4420581158837695,413.04614781375653
0.2666667,-0.6055193,-2.180497,-118.8635,-2.180498180498182,-261.6608283030945
0.2833333,-0.6782025,-7.999165,-60.70648,-7.999171999171999,-436.5786334588409
0.3,-0.8721581,-5.770188,14.10965,-5.770176459647077,704.0549437774094
0.3166667,-0.8705421,-4.65406,118.0922,-4.654051654051652,-570.1236557104688
0.3333333,-1.027293,-4.701341,-82.29767,-4.701361701361705,564.4464613876529
0.35,-1.027254,-4.702539,80.57388,-4.702550594898808,-564.5857416547744
0.3666667,-1.184045,-4.703738,-100.5815,-4.703734703734706,564.4470355540924
0.3833333,-1.184045,-5.284297,70.68306,-5.284295284295281,-634.1141658871006
0.4,-1.360188,-5.284297,90.58795,-5.284279431441133,634.1122635484076
0.4166667,-1.360188,-0.0,11.63515,0.0,0.0
0.4333333,-1.360188,-4.944938,-84.83264,-4.944934944934942,-593.3910066101786
0.45,-1.525019,-4.946755,-15.19218,-4.9467501064997865,593.1696273191161
0.4666667,-1.52508,-2.916482,32.01536,-2.9164829164829214,-349.5401490169436
0.4833333,-1.622235,-5.469398,-86.46371,-5.469395469395466,43.19125536522511
0.5,-1.707393,-5.258374,97.99572,-5.25835948328103,-17.866728533014335
0.5166667,-1.797514,-2.685645,-221.0355,-2.6856626856626877,326.5916863474183
0.5333333,-1.796915,-10.34442,-85.25372,-10.344460344460344,-1245.6455672953732
0.55,-2.142329,-10.36242,-50.69204,-10.362399275201467,1243.4854260533211
0.5666667,-2.142329,-6.641731,241.4511,-6.64173664173663,-797.0115850547317
0.5833333,-2.36372,-6.640962,,-6.64095664095664,797.1051849611306
0.6,-2.363694,,,0.0015599968799844927,
