t,y,vy_tracker,ay_tracker,y_sg,vy_sg,ay_sg,y_spline,vy_spline,ay_spline
0.0,-1.135986,,,-1.136857771428572,0.19555818031222186,-45.32587583917234,-1.1359907441173132,-1.5512027446862464,199.05935188931576
0.01666667,-1.142391,-0.191525,,-1.1389039142857145,-0.3817049508758004,-23.945561360516038,-1.1423637950818635,0.29642828100667507,22.656326850699074
0.03333333,-1.142371,-0.5432386,-2.565629,-1.1476016285714283,-0.6026287947424152,-2.565246881858343,-1.1424434114439403,-0.7959901611543122,-153.74659234612375
0.05,-1.160499,-0.5385966,-20.58591,-1.153292657142857,-0.48272903454192573,-20.585231944703764,-1.1603729228699775,-0.35410922978708714,206.77229350505053
0.06666667,-1.160324,-0.8690993,3.908756,-1.1694457142857142,-0.9249681500637053,3.908555794333438,-1.160498348685898,-1.0374609732721243,-288.7744863228164
0.08333333,-1.189469,-0.8644043,-27.15364,-1.1783630857142855,-0.8045133909732343,-27.153662813810456,-1.1892520452371973,-0.6942924128481003,329.95473004579674
0.1,-1.189137,-1.21892,8.778846,-1.2022570285714287,-1.2765424469151014,8.778307743877917,-1.189394621147998,-1.3867021334213518,-413.04387989675695
0.1166667,-1.2301,-1.227773,-33.64792,-1.2149960285714285,-1.1696626606746747,-33.647522552631926,-1.2298017887341168,-1.0578321355698452,452.5082007102961
0.1333333,-1.230063,-1.585326,15.94054,-1.2472667999999998,-1.6496917006166072,15.940736236991938,-1.2304030665328447,-1.7634527545321381,-537.1830136850233
0.15,-1.282944,-1.556609,-36.39665,-1.263748457142857,-1.504796990406028,-36.39636870009292,-1.2825585345352206,-1.3845258883403828,582.6541466857678
0.1666667,-1.28195,-1.838768,21.96645,-1.3027645142857143,-1.881386237227531,21.966083564150154,-1.2823866178768015,-2.055464219977593,-663.1665854573556
0.1833333,-1.344236,-1.865127,-78.0058,-1.3190151714285712,-1.6507216985566089,-78.00603083270687,-1.3437504507957394,-1.4082395609981986,740.8338552039619
0.2,-1.344121,-3.177911,9.433318,-1.3767554285714285,-3.3959782080435943,9.433505123085297,-1.3446203910321268,-3.5137376146394086,-993.4931163223846
0.2166667,-1.450167,-3.182407,-34.39034,-1.415497542857143,-3.281738436523135,-34.39014815355483,-1.4497400176152537,-3.614893851789054,981.3543921418755
0.2333333,-1.450201,-2.590792,-43.62866,-1.472452857142857,-1.9657810684378632,-43.628739770579955,-1.4504423085807068,-1.074545731890832,-676.5113983821138
0.25,-1.536527,-5.749272,-21.46992,-1.540435142857143,-6.650261699476616,-21.469799834999435,-1.5365453877270592,-7.711825523807669,-119.9605837039422
0.2666667,-1.641844,-3.501876,38.88892,-1.6169133142857146,-3.176533646932718,38.88961586995333,-1.6415825379979805,-2.4833246576427954,747.3794328060297
0.2833333,-1.653256,-3.206436,65.09682,-1.6838978285714288,-3.214243571512867,65.09648247095424,-1.6536647523734238,-3.436294998925819,-861.7363311875858
0.3,-1.748725,-2.864075,-26.83162,-1.7178483142857144,-2.858184283631445,-26.83172124443513,-1.7482975746960971,-2.980133496979671,916.4756019425822
0.3166667,-1.748725,-2.556988,18.83852,-1.7758648000000001,-2.3331203337593394,18.83872464502724,-1.7490380974337603,-1.8103387896806251,-776.1005178168654
0.3333333,-1.833958,-3.593112,26.07197,-1.8209218857142857,-4.191941616116779,26.072124282828554,-1.833879828848386,-5.183416716439069,371.32954752197026
0.35,-1.868495,-1.036124,-35.61609,-1.8551658285714288,-0.09698480603039172,-35.61671467585529,-1.8682673918571329,1.082665385959413,380.5988009091518
0.3666667,-1.868495,-4.113853,-35.04097,-1.9067135428571431,-4.626615746768508,-35.04174554716269,-1.8690114730574576,-5.47092813766489,-1167.0284508847667
0.3833333,-2.005624,-4.115078,-68.71678,-1.9587712857142856,-4.12418675162651,-68.71549656630873,-2.0049140646413557,-3.7955098702712013,1368.0794471759946
0.4,-2.005665,-4.061778,71.4579,-2.052212914285714,-4.05306689386623,71.45868559354562,-2.0064391275756224,-4.084175899728208,-1402.719301431127
0.4166667,-2.141016,-4.060553,-82.10726,-2.093568342857143,-3.9993520012960033,-82.10795728212702,-2.1403275879577492,-4.242171978996051,1383.7598098379685
0.4333333,-2.141016,-4.426297,63.2902,-2.1905532857142855,-4.487036025927964,63.28877541607517,-2.14147030245833,-3.252631098192854,-1265.014429160062
0.45,-2.28856,-4.427737,,-2.2555351428571426,-3.2500463570501346,85.14968797233757,-2.2883733657518097,-9.39542831820251,527.880237027289
0.4666667,-2.288608,,,-2.296864214285714,-1.6487074168708409,107.01060052860089,-2.288642443336859,14.34341199473249,2320.774903214634
