t,y,vy_tracker,ay_tracker,y_sg,vy_sg,ay_sg,y_spline,vy_spline,ay_spline
0.0,-0.7871255,,,-0.7863984100000001,-0.385384729230503,25.8727365089491,-0.7871221406408542,1.0832684160499713,-180.00559232239814
0.01666667,-0.7873018,-0.298943,,-0.7902101599999997,-0.1309507380985053,4.659281362854922,-0.7873211812576402,-0.7023172332600135,-34.264642740753004
0.03333333,-0.7970902,-0.2890004,-16.5542,-0.79272766,-0.23007503984991473,-16.554173783237957,-0.7970381814096139,-0.05888768516871179,111.47621939633987
0.05,-0.7969352,-0.6326211,-1.152956,-0.8032583428571427,-0.6880626238747567,-1.1529211025963377,-0.7970267503345609,-0.8091357173277618,-201.5059652494767
0.06666667,-0.8181776,-0.6435915,-22.00922,-0.8100339628571427,-0.5928353143293776,-22.009077677886637,-0.8180492993989937,-0.48656992720852477,240.21385232220774
0.08333333,-0.8183882,-0.9590787,5.459238,-0.8283075628571428,-1.0119074761850513,5.459172449003461,-0.8185507938971491,-1.1189104933307616,-316.09475060923546
0.1,-0.8501469,-0.9575853,-28.12577,-0.83832372,-0.8993577012846004,-28.12560749745694,-0.8499480864072876,-0.7795670862928756,356.8159513095416
0.1166667,-0.8503077,-1.305445,10.23183,-0.8641183114285713,-1.3631492737014597,10.231776215711932,-0.8505482058499838,-1.522359318902373,-445.95084095290207
0.1333333,-0.8936617,-1.307055,-53.50688,-0.876260937142857,-1.1553351893296266,-53.50674025853863,-0.8933742455094991,-0.9477571928670472,514.9033718872649
0.15,-0.8938762,-2.218969,6.773852,-0.9165016942857143,-2.3720247559504912,6.773784333407491,-0.8942089520086802,-2.545602497741559,-706.6444249901
0.1666667,-0.9676274,-2.212535,-32.37336,-0.9428042257142857,-2.2373920252159536,-32.37364193387367,-0.9672594797123784,-2.1691483740539086,751.818829483809
0.1833333,-0.9676274,-2.056925,40.58823,-0.9915791428571429,-2.030960938078124,40.58819193278498,-0.968020529438943,-2.0638246023692677,-739.1799263260395
0.2,-1.036192,-2.057174,-49.31864,-1.0115152171428572,-1.9889070221859626,-49.31743701576829,-1.0357742485469508,-1.9081508043636215,757.8607447250803
0.2166667,-1.0362,-2.467047,28.3261,-1.0632259371428572,-2.535781928436151,28.326332408843314,-1.0366518791699841,-2.6571904245271183,-847.7453193755506
0.2333333,-1.118426,-2.464271,-52.35608,-1.0893698857142857,-2.414595170809662,-52.357161999713526,-1.1179212515487311,-2.2496486233501187,896.6505311376375
0.25,-1.118342,-2.759437,38.01741,-1.1491550857142856,-2.812284375431254,38.016876503771186,-1.1189303212740511,-3.154437644248785,-1005.2249964965466
0.2666667,-1.210408,-2.737675,-137.3262,-1.1711014,-2.29505040989919,-137.3250506992473,-1.209704073878741,-1.6534757773065474,1185.3400602994875
0.2833333,-1.209598,-5.371658,66.6975,-1.2693586857142856,-6.122167755664492,66.69796177931573,-1.2104147153950338,-6.698758754477283,-1790.7764393054906
0.3,-1.389463,-3.50245,38.97283,-1.319816114285714,-3.6762676474647122,38.97241553875426,-1.388592335451238,-3.751223116860933,2144.4800084123153
0.3166667,-1.326346,-0.5902282,110.268,-1.3793074,0.20926458147083338,110.2675589293242,-1.3271988910747368,0.682541641793466,-1612.4293014752027
0.3333333,-1.409137,-2.474912,-188.7989,-1.3684781714285714,-2.3930702138595805,-188.79918765963623,-1.4083243394058391,-2.530865295758549,1226.8189265274605
0.35,-1.408843,-4.850593,1.701102,-1.4576672285714287,-5.245079509840991,1.7007360541930439,-1.4096374094384174,-5.398133043020284,-1570.890368055986
0.3666667,-1.570824,-4.859407,-55.65488,-1.5175918285714285,-4.99677000645999,-55.654234525695415,-1.570032033054777,-4.983929174315707,1620.5947328918055
0.3833333,-1.570824,-4.044157,97.27982,-1.6193722285714287,-3.9082621834756424,97.28035373533987,-1.5716059944810425,-3.8203579289603447,-1480.96562493273
0.4,-1.705629,-4.044157,-85.77921,-1.6580392285714285,-3.9641720716558666,-85.7789140268568,-1.7048753789526914,-4.006320479560435,1458.650163491642
0.4166667,-1.705629,-4.523972,61.103,-1.7559605999999999,-4.603930792138428,61.10255558953463,-1.7063219709625561,-4.403187421815833,-1506.274101314414
0.4333333,-1.856428,-4.523972,7.094671,-1.8117795142857143,-4.935445129109752,7.094543050372067,-1.855844115654778,-5.555484888859683,1367.9978521641556
0.45,-1.856428,-2.055058,36.95661,-1.8800583142857143,-1.2404825190349555,36.95642360273041,-1.8568725391251197,-0.47415097804259654,-758.2390023838059
0.4666667,-1.92493,-4.4736,-129.2676,-1.9177924857142858,-4.621095757808504,-129.2672543590361,-1.9245984340790185,-4.923663763828113,224.29853597047594
0.4833333,-2.005548,-6.007105,10.21602,-2.018099657142857,-6.470427059145891,10.216244849267014,-2.0058302086375566,-6.643597369794973,-430.6913942579319
0.5,-2.125167,-4.760643,34.72324,-2.1038956285714283,-4.7153105693788575,34.7234039633895,-2.1248955857929768,-4.5554281545963935,681.2711989221525
0.5166667,-2.164236,-3.786102,98.12347,-2.1868324285714285,-3.818057363885302,98.12275036575056,-2.164475659561009,-3.690814065792738,-577.5177157726804
0.5333333,-2.25137,-2.61968,84.77016,-2.2323506857142856,-2.8603242793514454,84.76988949153429,-2.2512120546161847,-3.418357047952059,610.2126886934536
0.55,-2.251559,-0.009457241,,-2.264238542857143,-0.7255714060000278,171.39994297097414,-2.2516232088343564,1.6775905753247895,1.2998030747833127
0.5666667,-2.251685,,,-2.2485151142857136,2.8530185796772076,258.0299964504159,-2.251673305198639,-3.3750301921390076,-607.6130825438829
