t,y,vy_tracker,ay_tracker,y_sg,vy_sg,ay_sg,y_spline,vy_spline,ay_spline
0.0,-0.02451186,,,-0.024129093601972615,-0.26319652500602764,22.20309703050629,-0.024509254330184832,0.5251573457237868,-89.0250670867132
0.01666669999999998,-0.024686768035653207,-0.13917439444699778,,-0.02621783362776274,-0.03460558132443138,5.22776134956854,-0.024702075695130037,-0.3431454249150975,-15.171056997704891
0.03333339999999996,-0.02915101030265194,-0.1360905753391042,-11.747640569488112,-0.026854411914487633,-0.0889374648363197,-11.747574331369176,-0.029109096416184553,0.01945443439649125,58.68295309130341
0.050000099999999936,-0.029223152754023395,-0.4159320686746063,-2.3595733601114532,-0.03314254670569407,-0.46344021587937645,-2.3596735387888685,-0.029297133087848072,-0.5617809891427619,-128.43106441979123
0.06666679999999992,-0.04301540920471168,-0.41071441218948285,-21.08598716434569,-0.03709006515268895,-0.34121207580438284,-21.085878441845725,-0.042919135738935514,-0.25813258431640584,164.86880012348257
0.0833334999999999,-0.04291373070016969,-0.8225302879647823,-0.2096472585946365,-0.05118257409025801,-0.8897279590841702,-0.2095865903490619,-0.0430052822139754,-0.8731505813707197,-238.67081216597626
0.10000019999999987,-0.07043308222611554,-0.8311442694705676,14.019480608146969,-0.06340119857451734,-0.9704993471565522,14.019180429412245,-0.07038863877367497,-1.193765747452511,200.19706918364722
0.11666689999999985,-0.07061858921723686,-0.0036215524954003393,-9.26305262791443,-0.06977165869899696,0.316613202848381,-9.262853774058023,-0.07057485812221828,0.6856998327245143,25.338349366759015
0.13333359999999983,-0.07055401971020023,-1.0975619688600622,-18.56550111383763,-0.08002125936160387,-1.2801691022827164,-18.56542122610408,-0.07070349512708174,-1.6057076137107011,-300.30669300229795
0.1500002999999998,-0.10720399778780441,-1.0958397565264821,-33.62632953992142,-0.09337021572745818,-1.0237323408723928,-33.62620286303866,-0.10695740958974781,-0.8117155443446995,395.58555076850274
0.1666669999999998,-0.10708201826647241,-1.5267510663662653,11.397574252757677,-0.1233724816022864,-1.597948709852977,11.397133923692138,-0.10740856889943076,-1.7543302741332076,-508.6990921160412
0.18333369999999977,-0.1580957,-1.5304479573160794,-40.585801437597986,-0.1394099004850102,-1.4619271114814705,-40.58578012356659,-0.15769812898448562,-1.3042745835528426,562.7056669725353
0.20000039999999975,-0.15809725625768645,-1.9453268394883212,19.35048529331107,-0.17916208878478462,-2.015571629673694,19.350017239011322,-0.15856731932082208,-2.237128050392549,-674.6478591089159
