t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.326539,,,-0.003239999352000039,
0.01666667,-1.326593,0.000224266,,0.00024000002400024242,0.4176000921600706
0.03333333,-1.326531,-0.1903652,-3.301779,-0.19035001903500326,-23.288397805080944
0.05,-1.332938,-0.1931085,-13.53725,-0.19310996137800854,22.95719081712303
0.06666667,-1.332968,-0.4895425,-1.671795,-0.4895400489540066,-58.528829329212705
0.08333333,-1.349256,-0.4857454,-20.69287,-0.48576004857600424,58.98242928385295
0.1,-1.34916,-0.8473098,2.104499,-0.8473190679490233,-102.369283277077
0.1166667,-1.3775,-0.8509212,-24.72966,-0.850920850920853,101.93749754430438
0.1333333,-1.377524,-1.14384,9.624529,-1.1438411438411489,-137.08786239401007
0.15,-1.415628,-1.141417,-59.04302,-1.1414077171845634,137.37905048324964
0.1666667,-1.415571,-2.293506,-0.1829569,-2.29350229350229,-275.6317769265855
0.1833333,-1.492078,-2.29522,-27.41406,-2.2952122952122975,275.42657713178414
0.2,-1.492078,-1.945472,45.45708,-1.9454661090677807,-233.45546617720163
0.2166667,-1.556927,-1.942125,-49.70437,-1.9421419421419421,233.85576854230882
0.2333333,-1.556816,-2.420773,25.06468,-2.4207924207924236,-291.29371110448113
0.25,-1.63762,-2.424806,-45.28887,-2.4248051503897,290.81043675709054
0.2666667,-1.637643,-2.529981,39.75263,-2.529992529992529,-303.4347176691738
0.2833333,-1.721953,-2.529659,-49.28,-2.529662529662529,303.4743176295738
0.3,-1.721965,-2.702848,40.39664,-2.7028145943708073,-324.25070299589055
0.3166667,-1.812047,-2.702484,46.34077,-2.7024627024627015,324.2948757057721
0.3333333,-1.812047,-0.0,-17.0471,0.0,0.0
0.35,-1.812047,-3.199691,-180.554,-3.1997036005927977,-383.9636641438066
0.3666667,-1.918704,-6.866004,-14.85571,-6.866016866016862,-55.99338375328839
0.3833333,-2.040914,-3.866294,47.99537,-3.866283866283865,415.9606237867672
0.4,-2.04758,-3.732973,68.49482,-3.7329825340349374,-399.9620001504004
0.4166667,-2.165347,-3.535034,-62.81609,-3.535053535053537,423.71597481606943
0.4333333,-2.165415,-3.799634,,-3.799623799623793,-455.4643430677622
0.45,-2.292001,,,-7.59514480971037,
