t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.217475,,,0.046799990640002044,
0.01666667,-1.216695,0.02133066,,0.02133000213300406,-3.0563998433996957
0.03333333,-1.216764,-0.1986765,-4.233914,-0.19869001986899668,-23.34599751636092
0.05,-1.223318,-0.1994312,3.29897,-0.19943996011200762,23.255990697602467
0.06666667,-1.223412,-0.005561216,-11.06545,-0.005550000555003109,0.01079980235985236
0.08333333,-1.223503,-0.5221337,-8.881646,-0.5221200522120043,-61.999193603521206
0.1,-1.240816,-0.5229351,-20.46206,-0.5229294247776319,61.9019202921279
0.1166667,-1.240934,-0.8610185,3.1301,-0.8610308610308641,-102.47451492095958
0.1333333,-1.269517,-0.8586074,-25.54085,-0.8586008586008614,102.7661146293604
0.15,-1.269554,-1.177788,-63.53559,-1.1777676444647085,-141.06543573769198
0.1666667,-1.308776,-3.299491,-29.67109,-3.299493299493297,-113.54181490212665
0.1833333,-1.379537,-2.516284,15.66494,-2.5162825162825175,207.52692091720812
0.2,-1.392652,-1.977904,52.61036,-1.9779260441479114,-142.92302830731535
0.2166667,-1.445468,-1.577318,-33.46226,-1.5773415773415786,190.9942141469885
0.2333333,-1.44523,-2.15809,17.24648,-2.1580821580821574,-260.682944458397
0.25,-1.517404,-2.160478,-51.577,-2.1604756790486452,260.39415842232415
0.2666667,-1.517246,-2.577431,37.36356,-2.577422577422578,-310.42954873370735
0.2833333,-1.603318,-2.364173,-64.03006,-2.364152364152364,336.02192314138426
0.3,-1.596051,-3.04488,28.85941,-3.0448739102521793,-417.70632917301106
0.3166667,-1.704814,-3.262888,-57.72038,-3.26289326289326,391.5464084543735
0.3333333,-1.704814,-3.096947,58.77992,-3.096963096963101,-371.63482836591584
0.35,-1.808046,-3.096947,-24.47087,-3.0969538060923862,371.6337134636599
0.3666667,-1.808046,-2.262207,31.8551,-2.2622122622122616,-271.4665573317011
0.3833333,-1.883453,-3.298944,-22.59169,-3.298953298953294,147.05788174012864
0.4,-1.918011,-2.308396,-5.198298,-2.3083753832492313,-28.187887248339518
0.4166667,-1.960399,-3.568022,-116.3554,-3.5680235680235692,-122.97033043012834
0.4333333,-2.036945,-6.214448,10.10958,-6.214446214446209,-194.5997520004234
0.45,-2.167547,-4.084021,147.9195,-4.0840118319763405,450.2501989974019
0.4666667,-2.173079,-0.02405317,50.39234,-0.024060024060029796,36.94326522521729
0.4833333,-2.168349,-2.460336,,-2.4603324603324612,-329.29537287369413
0.5,-2.25509,,,-5.204449591100822,
