t,y,vy_tracker,ay_tracker,y_sg,vy_sg,ay_sg,y_spline,vy_spline,ay_spline
0.0,-0.9070532,,,-0.9070751857142855,0.10182708206015657,-7.353639156844419,-0.9071212388652129,0.18277127758836942,-17.761827737813913
0.01666667,-0.9063407,0.0177591,,-0.9062527571428566,0.005663131530889044,-4.186011827365732,-0.9060491981544244,-0.024560005076785133,-7.117921206054843
0.03333333,-0.9064612,-0.02890975,-1.018363,-0.9065931142857142,-0.037706924586153434,-1.0183844978860748,-0.9069543580246032,-0.054492845326088044,3.5259789393615844
0.05,-0.9073043,-0.02278196,-8.479582,-0.9063196228571428,0.018163463673069202,-8.479611795804033,-0.906880079154339,0.09297272092103798,14.169885471120654
0.06666667,-0.9072206,-0.2623282,-3.715007,-0.9095845228571429,-0.3018388963222165,-3.715030854146846,-0.9074414967309792,-0.4050829879687755,-73.93655858456367
0.08333333,-0.9160486,-0.2648121,-16.08803,-0.9120592685714286,-0.209507580984841,-16.08787279130115,-0.9159277073931428,-0.10121481250978664,110.40075422532057
0.1,-0.9160477,-0.5991284,-1.330446,-0.9219286428571428,-0.6541646916706227,-1.330400392678257,-0.9161657642113934,-0.7604270629077601,-189.50620845198648
0.1166667,-0.9360195,-0.6032088,-21.18095,-0.9283034057142858,-0.551194397611205,-21.180926704779267,-0.9358778398318631,-0.44809082733265027,226.98648176045307
0.1333333,-0.9361546,-0.9193545,5.045105,-0.9456875199999999,-0.9733240533518952,5.045019819901199,-0.9363266085746474,-1.0761434906050082,-302.3531028196203
0.15,-0.9666647,-0.9116845,-25.1104,-0.9553829942857143,-0.8636407727184618,-25.109848131935223,-0.9664624593251048,-0.7525410756058475,341.1853149550953
0.1666667,-0.9665441,-1.192282,28.22742,-0.9808914200000001,-1.3230513538972986,28.227127091379543,-0.9667707698319856,-1.3936302734163963,-418.1158648312614
0.1833333,-1.006407,-0.6881428,24.58396,-0.9914193171428571,-0.7815719368561318,24.583427380478724,-1.0061626239705934,-0.819016623966667,487.0697785808839
0.2,-0.9894822,0.3765781,32.26137,-0.9985598485714287,0.6278862442275184,32.26101381295928,-0.9897475815918595,0.5338120273650018,-324.7306650993106
0.2166667,-0.9938548,-0.06665318,-171.0349,-0.9776449428571429,0.6007117985764054,-171.03336158015492,-0.9935706431339394,0.9503205320003767,374.71158569371454
0.2333333,-0.991704,-4.514089,-156.8243,-1.0250665714285714,-4.8472743054514,-156.82339556293277,-0.9919497407626386,-4.731461527173687,-1056.5281600608994
0.25,-1.144324,-6.962263,35.28038,-1.1253144742857142,-8.132702734594552,35.279550310229865,-1.1442297595683313,-9.143006567336643,527.1438140100369
0.2666667,-1.223779,-2.387596,94.94956,-1.2078945142857143,-1.522591954816093,94.9485916338258,-1.223642037843065,-0.40104226889634176,521.8898037355651
0.2833333,-1.223911,-3.00305,30.37957,-1.2563940571428571,-3.106288787422436,30.379764195108464,-1.2242520258793483,-3.6567780494010425,-912.5796601555542
0.3,-1.323881,-2.999103,-49.96113,-1.2897266,-3.004833990332031,-49.96060015739886,-1.3234465166276292,-2.9365708149860104,999.0043554359676
0.3166667,-1.323881,-2.960697,48.42658,-1.3575235142857143,-2.9365741268517453,48.425977724468225,-1.3242717467067249,-2.600452432555257,-958.6702302125278
0.3333333,-1.422571,-3.06701,48.78263,-1.3980924571428572,-3.577457845084318,48.782890582529376,-1.422355928709977,-4.465431886938415,734.8718004928296
0.35,-1.426115,-0.1106784,-11.74339,-1.4241167428571428,0.9233631532736979,-11.742638743682846,-1.4260616425792296,2.1398926928287683,57.76556380450485
0.3666667,-1.42626,-3.358552,-53.733,-1.455280542857143,-3.900787198425604,-53.73287078258693,-1.4265960486954707,-4.857358955325369,-897.4340822459627
0.3833333,-1.538066,-3.352801,-76.93128,-1.4980994,-3.256538486923027,-76.93169227292253,-1.5375067332753032,-2.7706977321511994,1147.834430628257
0.4,-1.53802,-3.924595,47.67442,-1.5812664571428572,-4.019661960676096,47.6740950177159,-1.5387205531416053,-4.24239772713368,-1324.4380768188619
0.4166667,-1.668886,-3.92598,-75.21767,-1.6233580857142857,-3.887957224085568,-75.2170705599874,-1.6681060627697546,-3.767543652650858,1381.4204517920507
0.4333333,-1.668886,-4.155454,63.3687,-1.7157212285714287,-4.1936866126267915,63.36848938293292,-1.6697108063569097,-4.2655587467248575,-1441.182502129132
0.45,-1.807401,-4.155454,-73.87473,-1.7596902,-4.142611714776578,-73.87530449848578,-1.8065470353094195,-4.089476252940239,1462.3123591235722
0.4666667,-1.807401,-4.232406,69.91716,-1.8555516857142857,-4.245251509496981,69.91634890575426,-1.808279520844327,-4.318854964611726,-1489.8377494733697
0.4833333,-1.948482,-4.232406,-92.34341,-1.8984624857142856,-4.136236727526551,-92.34220205939243,-1.9475808392806584,-4.021362768980153,1525.5369557459835
0.5,-1.948482,-4.809553,62.6616,-2.0017992857142857,-4.90571518856963,62.66237792166817,-1.9493921908399183,-4.996150480787009,-1642.5112472142237
0.5166667,-2.1088,-4.809553,-82.44948,-2.053833742857143,-4.809525380949253,-82.4499559141309,-2.107926468305824,-4.856190808090475,1659.3063743475536
0.5333333,-2.1088,-4.809553,82.46871,-2.1637680571428572,-4.809660380679247,82.46795584213373,-2.109534467101037,-4.404557134071655,-1605.1101166802644
0.55,-2.269119,-4.808992,-34.96819,-2.218103657142857,-5.039664920670177,-34.96717441687542,-2.2686487439777236,-6.455453897797605,1359.0029972473897
0.5666667,-2.2691,-3.424402,,-2.3031102285714278,-4.930428710571154,48.075493412118384,-2.26928946348424,1.4705308879692636,-407.886725187905
0.5833333,-2.383265,,,-2.374762442857142,-3.437145268566648,131.11816124111317,-2.383230499146784,-20.051487786061717,-2174.7658463060848
