t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-0.7366791,,,0.025355994928804054,
0.01666667,-0.7362565,-0.3832017,,-0.3832020383202019,-49.02698360067415
0.03333333,-0.7494525,-0.3973349,-19.97926,-0.3973350397335037,47.331023770269894
0.05,-0.749501,-0.7687179,0.2781818,-0.7687168462566318,-91.89680324127514
0.06666667,-0.7750764,-0.772125,13.03064,-0.7721250772125102,91.48787050107859
0.08333333,-0.7752385,-0.007457415,-10.58632,-0.00745800074580137,0.27216032292034553
0.1,-0.775325,-1.079759,-18.16804,-1.079758812265304,-128.94799970039716
0.1166667,-0.8112305,-1.074643,-31.71827,-1.0746430746430753,129.56243225439368
0.1333333,-0.8111464,-1.465033,-77.61756,-1.4650334650334669,-176.40918540773424
0.15,-0.8600649,-4.073526,-16.4219,-4.07351785296429,-136.60937356195907
0.1666667,-0.9469306,-2.513214,20.42772,-2.5132165132165127,323.8471029388512
0.1833333,-0.9438387,-2.128352,49.59608,-2.128364128364129,-277.6649091209528
0.2,-1.017876,-2.223596,-52.56167,-2.223604552790896,266.23441506127455
0.2166667,-1.017959,-2.552089,32.318,-2.552072552072555,-305.652330053224
0.2333333,-1.102945,-2.554546,-49.82912,-2.5545325545325532,305.35713034842314
0.25,-1.10311,-2.733108,40.78324,-2.7331145337709293,-326.7850928583217
0.2666667,-1.194049,-2.726646,-72.59153,-2.7266427266427216,327.563673538586
0.2833333,-1.193998,-3.485519,33.73325,-3.4855234855234865,-418.62918247326
0.3,-1.310233,-3.487038,-18.69701,-3.4870430259139495,418.44432622102204
0.3166667,-1.310233,-2.287329,80.7683,-2.287322287322286,-274.47977239776435
0.3333333,-1.386477,-2.274961,-135.4098,-2.2749622749622818,275.9629709145687
0.35,-1.386065,-5.086934,-9.205924,-5.086939826120345,-613.397946405758
0.3666667,-1.556042,-5.099302,-52.93957,-5.099315099315093,611.9165880846336
0.3833333,-1.556042,-4.081353,104.8672,-4.081354081354079,-489.761510239468
0.4,-1.692087,-4.081353,-82.68715,-4.081341837316323,489.7600409578758
0.4166667,-1.692087,-4.452385,63.6055,-4.452394452394462,-534.289471445222
0.4333333,-1.8405,-4.452385,-92.22798,-4.452394452394455,534.2894714452212
0.45,-1.8405,-4.916175,68.37592,-4.916150167699663,-589.9368402502798
0.4666667,-2.004372,-4.916175,84.27729,-4.916164916164915,589.9386100625704
0.4833333,-2.004372,1.490998e-14,-1.789197e-12,0.0,0.0
0.5,-2.004372,-4.916175,-84.27729,-4.916180167639667,-589.9404402358784
0.5166667,-2.168245,-4.916175,-84.27729,-4.916194916194919,589.942210058969
0.5333333,-2.168245,-4.916175,,-4.916164916164915,-589.9386100625685
0.55,-2.332117,,,-9.83230033539931,
