t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.815837,,,0.0271199945759949,
0.01666667,-1.815385,-0.2895479,,-0.28953002895300517,-37.99801802268721
0.03333333,-1.825488,-0.9493607,-6.205118,-0.9493800949380113,-41.1839740591151
0.05,-1.847031,-0.6421199,-13.11233,-0.6421198715760251,78.05516877793009
0.06666667,-1.846892,-1.006594,4.574373,-1.0065901006590086,-121.79166059558611
0.08333333,-1.880584,-1.016148,-27.98395,-1.0161601016160136,120.64326071042538
0.1,-1.880764,-1.320123,12.16395,-1.3201185478695954,-157.1179117677274
0.1166667,-1.924588,-1.316023,-31.33299,-1.3160113160113132,157.61144146006964
0.1333333,-1.924631,-1.577294,18.3041,-1.577281577281576,-188.96381010776378
0.15,-1.977164,-1.569496,-61.54648,-1.569506860986276,189.89564041667836
0.1666667,-1.976948,-2.581158,9.562874,-2.5811725811725865,-311.2971518189238
0.1833333,-2.063203,-2.587652,-33.00886,-2.5876525876525927,310.51955259652146
0.2,-2.063203,-2.250091,50.30168,-2.2500854998289928,-270.00971996003955
0.2166667,-2.138206,-2.245565,-62.66266,-2.2455622455622444,270.5541327080201
0.2333333,-2.138055,-2.950443,26.41176,-2.9504429504429526,-355.1396481226738
0.25,-2.236554,-2.954969,50.50144,-2.954964090071818,354.59498161865474
0.2666667,-2.236554,-0.0,,0.0,0.0
0.2833333,-2.236554,,,0.0,
