t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.397176,,,-0.017099996580006126,
0.01666667,-1.397461,-0.1023949,,-0.10239001023900433,-10.234805733002078
0.03333333,-1.400589,-0.08151401,-9.150596,-0.08151000815099657,12.740405482443059
0.05,-1.400178,-0.3161776,-2.561018,-0.3161999367600125,-40.90318363872606
0.06666667,-1.411129,-0.3266518,-18.79287,-0.3266400326640036,39.65039617104234
0.08333333,-1.411066,-0.6990987,-0.605976,-0.6990900699090024,-84.34439170164303
0.1,-1.434432,-0.6957539,-21.79884,-0.6957592346648449,84.74388870540787
0.1166667,-1.434258,-0.981798,6.864205,-0.9818109818109875,-119.07059159408922
0.1333333,-1.467159,-0.9916701,-45.1538,-0.991680991680991,117.88619277848633
0.15,-1.467314,-1.807598,3.012729,-1.8075863848272264,-215.79393682338966
0.1666667,-1.527412,-1.802949,-25.14314,-1.8029418029418018,216.35258364784883
0.1833333,-1.527412,-1.639465,33.68987,-1.6394716394716373,-196.7362032641899
0.2,-1.582061,-1.64006,-40.66761,-1.6400667198665633,196.6636133447593
0.2166667,-1.582081,-2.006169,21.90436,-2.0061620061620085,-240.5964034130531
0.2333333,-1.648933,-2.003672,-77.99944,-2.0036720036720026,240.89520311425403
0.25,-1.64887,-3.277415,12.51307,-3.277403445193114,-393.7412250335254
0.2666667,-1.75818,-3.279316,-37.5286,-3.279303279303279,393.515606485181
0.2833333,-1.75818,-2.732341,65.57908,-2.7323427323427314,-327.8804721201839
0.3,-1.849258,-2.732764,-60.84111,-2.7327545344909283,327.8290886823344
0.3166667,-1.849272,-3.140914,44.02835,-3.140913140913141,-376.8102843523148
0.3333333,-1.953955,-3.018638,-68.83449,-3.0186630186630223,391.4802696823596
0.35,-1.949894,-3.517414,43.19762,-3.517402965194065,-451.3265946918151
0.3666667,-2.071202,-3.639268,-24.25788,-3.639243639243637,436.70836329250903
0.3833333,-2.071202,-2.405302,83.85635,-2.4053124053124026,-288.63691136366504
0.4,-2.151379,-2.396109,-149.0698,-2.3961252077495776,289.73764104827643
0.4166667,-2.151073,-5.545922,-12.92065,-5.545925545925558,-667.7169319724055
0.4333333,-2.336243,-5.555115,,-5.555105555105562,666.6153330740007
0.45,-2.336243,,,0.0,
