t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.554496,,,-0.14735997052799338,
0.01666667,-1.556952,-0.07067209,,-0.07065000706499726,9.205199297639254
0.03333333,-1.556851,-0.3939099,-4.198015,-0.3939000393900065,-47.99519541864114
0.05,-1.570082,-0.3930832,6.819778,-0.39308992138201837,48.092380763045405
0.06666667,-1.569954,0.005382657,-9.812758,0.005370000536997931,-0.2771998621195533
0.08333333,-1.569903,-0.6804381,-11.58283,-0.6804300680430052,-82.01879190828242
0.1,-1.592635,-0.6742109,-23.08876,-0.6742192583588122,82.76389073508737
0.1166667,-1.592377,-1.008986,-33.56899,-1.0089910089910104,-122.93700911176585
0.1333333,-1.626268,-2.165568,-7.70803,-2.1655521655521706,-15.850052101451025
0.15,-1.664562,-1.299833,-5.018716,-1.2998374003251998,119.73552105743696
0.1666667,-1.669596,-1.81305,13.44201,-1.8130518130518063,-181.32221534453325
0.1833333,-1.724997,-1.66328,-34.60284,-1.6632916632916601,199.2933973733867
0.2,-1.725039,-1.991909,22.93523,-1.9919060161879696,-238.72584509566454
0.2166667,-1.791394,-1.989041,-84.74378,-1.9890319890319883,239.0721620947209
0.2333333,-1.79134,-3.467463,8.75348,-3.467463467463469,-416.4835846836529
0.25,-1.906976,-3.469082,-31.10707,-3.46907306185388,416.2879348465957
0.2666667,-1.906976,-2.640212,73.8379,-2.640212640212638,-316.82678413265245
0.2833333,-1.994983,-2.635582,-59.88396,-2.6355926355926336,317.3811835782541
0.3,-1.994829,-3.064407,37.83014,-3.064403871192256,-368.836524652425
0.3166667,-2.09713,-3.069036,-58.85631,-3.0690330690330674,368.2832317175039
0.3333333,-2.09713,-3.246531,49.56928,-3.246543246543249,-389.5844104163695
0.35,-2.205348,-3.246531,,-3.2465335069329826,389.58324166547504
0.3666667,-2.205348,,,0.0,
