t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.112941,,,0.01793999641200367,
0.01666667,-1.112642,-0.4065504,,-0.4065600406560043,-50.94002482417089
0.03333333,-1.126493,-0.4161861,-18.86568,-0.41619004161900486,49.7844249397308
0.05,-1.126515,-0.7493687,1.365054,-0.7493698501260326,-89.76596409361136
0.06666667,-1.151472,-0.750394,-24.52933,-0.7503900750390129,89.64359091468292
0.08333333,-1.151528,-1.091298,6.956304,-1.0912801091280095,-130.55038682400325
0.1,-1.187848,-1.091463,-29.35184,-1.091458799395318,130.52863071451011
0.1166667,-1.18791,-1.403515,13.50589,-1.4035214035214023,-167.97684122273142
0.1333333,-1.234632,-1.397446,-70.21798,-1.3974613974613947,168.7040404955337
0.15,-1.234492,-2.7486,0.7935744,-2.7485945028109944,-330.83867664397013
0.1666667,-1.326252,-2.752816,-27.31195,-2.752802752802754,330.335669664991
0.1833333,-1.326252,-2.168791,57.0429,-2.1687921687921663,-260.25453974598037
0.2,-1.398545,-2.17346,-59.58505,-2.1734656530686944,259.69216123031595
0.2166667,-1.398701,-2.824627,26.09645,-2.8246228246228284,-337.8328925327046
0.2333333,-1.492699,-2.819958,48.50223,-2.81994281994282,338.39449197110616
0.25,-1.492699,-0.0,0.3518528,0.0,0.0
0.2666667,-1.492699,-2.809696,-48.22727,-2.8097128097128117,-337.16688583308013
0.2833333,-1.586356,-2.811476,-68.22786,-2.811482811482808,336.95448604548017
0.3,-1.586415,-3.395717,38.18118,-3.395723208553576,-407.06117175368445
0.3166667,-1.699547,-3.393936,-24.61074,-3.3939633939633933,407.2747927260209
0.3333333,-1.699547,-2.416563,-103.1695,-2.4165624165624253,-289.9869100136714
0.35,-1.780099,-7.611327,-47.62632,-7.611284777430445,-333.3802664775979
0.3666667,-1.953257,-5.194764,27.29839,-5.194745194745191,623.3681766330684
0.3833333,-1.953257,-4.217742,105.8021,-4.217764217764218,-506.13069387031743
0.4,-2.093849,-4.217742,-83.93929,-4.217751564496871,506.12917548127257
0.4166667,-2.093849,-4.5571,66.48657,-4.55709455709456,-546.8535342654851
0.4333333,-2.245752,-4.5571,-43.21627,-4.557094557094553,546.8535342654842
0.45,-2.245752,-3.539025,94.91358,-3.53903292193415,-424.6831012658961
0.4666667,-2.36372,-3.5583,,-3.5583035583035536,422.3731637604253
0.4833333,-2.364362,,,-0.03852015408061814,
