file,n,dt,g_newton,rmse_ay_newton
366.txt,33,0.01666669999999998,-8.592555100685072,355.0272612617754
367.txt,28,0.01666669999999998,-8.218218389160622,354.00649635218485
368.txt,24,0.01666667000000001,-7.984289130513812,259.6974007585463
369.txt,38,0.01666669999999998,-9.00962137688777,353.0391627959214
370.txt,35,0.01666669999999998,-10.657806253476508,395.81401209514274
371.txt,27,0.016666684999999994,-9.266218772502313,347.74551900111123
372.txt,20,0.01666667000000001,-11.625969140902642,267.6075963448384
373.txt,28,0.01666669999999998,-8.9863114517066,309.59710798708426
374.txt,39,0.01666669999999995,-9.649603663359873,424.1565923445627
375.txt,38,0.01666669999999998,-12.942538158690672,1619.31139639543
376.txt,39,0.017,-9.574920848727903,175.6881066096566
377.txt,25,0.016666684999999994,-10.920978405153978,445.6487232538296
378.txt,43,0.016666699999999923,-9.701211928853825,562.6853688088904
379.txt,39,0.01666669999999995,-9.754769818535017,437.2322024950439
380.txt,41,0.01666669999999998,-8.436970504422758,491.31805668195375
381.txt,39,0.01666669999999995,-10.491836866261687,426.99171245194225
382.txt,36,0.01666669999999998,-9.192063302907616,387.1578750244385
383.txt,27,0.016666684999999994,-10.152557077114912,341.1177964657267
384.txt,29,0.01666669999999998,-8.275427782021632,299.82496988539265
385.txt,27,0.016666684999999994,-8.052815092919511,315.6518673509802
386.txt,34,0.01666669999999998,-8.77367445853077,382.84362780562765
387.txt,37,0.01666669999999995,-10.176985428524835,435.0369764142163
388.txt,36,0.01666669999999998,-7.989400494208347,372.92923500636135
389.txt,41,0.01666669999999995,-9.698915592044568,453.00137263495674
390.txt,31,0.01666669999999998,-10.517236346761212,384.4002561869157
391.txt,42,0.016666699999999923,-10.515894264110278,487.49224708700586
392.txt,40,0.01666669999999998,-10.055344531945599,441.78159533966095
393.txt,34,0.01666669999999998,-9.664135886241676,288.3948968184272
394.txt,32,0.01666669999999998,-11.96690848836752,397.2435224466524
395.txt,29,0.01666669999999998,-11.434860580356014,371.55953572477046
396.txt,42,0.016666699999999923,-10.427546663136473,518.4116315020384
397.txt,31,0.01666669999999998,-9.4299740417088,308.21901015522724
398.txt,43,0.016666699999999923,-9.350716236369767,475.146657546386
399.txt,27,0.016666684999999994,-8.56870845639449,319.91114004208896
400.txt,33,0.01666669999999998,-10.630013322919552,272.6419499832763
401.txt,39,0.01666669999999995,-10.071188619894732,385.1769075937961
402.txt,36,0.01666669999999998,-8.796306784055057,423.7593705444368
403.txt,32,0.01666669999999998,-9.095254768520029,381.739335408557
404.txt,30,0.01666669999999998,-9.248622437271687,368.58425946445004
405.txt,21,0.016666670000000005,-10.126297346575116,229.28353860563107
406.txt,40,0.01666669999999998,-9.652743993637015,487.02729589306335
407.txt,21,0.016666670000000005,-10.590903269848692,281.7485380989495
408.txt,25,0.016666684999999994,-10.926833686470287,249.14771244617373
409.txt,38,0.01666669999999998,-9.663020461890031,448.3105026317565
410.txt,33,0.01666669999999998,-10.936598050575121,866.088611769066
411.txt,33,0.01666669999999998,-10.524551496773878,359.46780874832433
412.txt,25,0.016666684999999994,-8.079888413559866,315.9860678713036
413.txt,19,0.016666670000000005,-12.361023995384459,167.97692291810458
414.txt,24,0.01666667000000001,-6.958462436643079,241.39645209158678
415.txt,36,0.01666669999999998,-10.19740067298823,331.39856130234716
416.txt,42,0.016666699999999923,-8.848031910800747,455.0680178417236
417.txt,42,0.016666699999999923,-10.659726624906224,479.878826858256
418.txt,21,0.016666670000000005,-9.913853821099373,246.32686792550794
419.txt,25,0.016666684999999994,-9.831986911738552,329.5331422923533
420.txt,39,0.01666669999999995,-9.274373342270259,449.2605068070122
