t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.278833,,,-0.26105994778801006,
0.01666667,-1.283184,-0.1312347,,-0.13122001312199766,15.580798392240846
0.03333333,-1.283207,-0.384213,-2.161005,-0.38421003842099755,-45.93959535636144
0.05,-1.295991,-0.3856618,-19.08122,-0.3856799228640148,45.7631816947249
0.06666667,-1.296063,-0.7500753,0.5563633,-0.7500600750060133,-89.48884489993902
0.08333333,-1.320993,-0.7423146,-22.87874,-0.7423200742320102,90.41764480705935
0.1,-1.320807,-1.040611,7.667091,-1.0406088553302564,-126.21200994777114
0.1166667,-1.35568,-1.0446,-29.15569,-1.0446010446010408,125.73347541158078
0.1333333,-1.355627,-1.367071,-71.44733,-1.3670713670713663,-164.42983671529714
0.15,-1.401249,-3.813631,-24.17418,-3.8136223727552543,-129.15668337274954
0.1666667,-1.482748,-2.610281,86.00537,-2.6103026103026106,273.55640740606316
0.1833333,-1.488259,-0.1653363,15.46914,-0.1653301653301666,19.83969919841678
0.2,-1.488259,-2.07643,-30.0504,-2.0764158471683096,-249.16940332139083
0.2166667,-1.557473,-2.080021,-48.61187,-2.0800220800220814,248.73814867033963
0.2333333,-1.557593,-2.457857,29.29862,-2.4578724578724547,-294.0801033284747
0.25,-1.639402,-2.450815,-49.62824,-2.4508150983698025,294.92522029793946
0.2666667,-1.639287,-2.676489,38.15615,-2.6764826764826743,-322.00720755075446
0.2833333,-1.728618,-2.679622,-61.24729,-2.679602679602681,321.632807925153
0.3,-1.728607,-3.12274,38.33889,-3.1227237545524877,-374.8053007772964
0.3166667,-1.832709,-3.123092,11.26465,-3.1231231231231216,374.75962519792273
0.3333333,-1.832711,-1.232676,18.08348,-1.2327012327012365,-147.90945204764384
0.35,-1.873799,-3.211961,-132.7113,-3.2119435761128456,-89.60004159947428
0.3666667,-1.939776,-5.476762,5.356358,-5.4767454767454815,-182.1767359833032
0.3833333,-2.056357,-3.814796,-13.66992,-3.8148038148038186,381.60933655110125
0.4,-2.066936,-4.285423,57.32861,-4.285431429137136,-438.0822476692578
0.4166667,-2.199205,-3.96807,-0.6782374,-3.9680739680739725,476.16792383302965
0.4333333,-2.199205,-2.32117,96.25354,-2.3211623211623205,-278.5389214616349
0.45,-2.276577,-2.32126,,-2.3212453575092833,278.5272858897417
0.4666667,-2.27658,,,-0.00017999963999923492,
