file,n,dt,win_sg,rmse_vy_sg,rmse_ay_sg
297.txt,35,0.01666669999999998,5,0.7024439114808759,0.0006425649864882495
298.txt,41,0.01666669999999995,5,0.7894355513897593,0.0003968282034195416
299.txt,34,0.01666669999999998,5,0.42260411663721903,0.0004795890728659535
300.txt,21,0.016666670000000005,5,0.33052121565618225,0.0006263701278613216
301.txt,39,0.01666669999999995,5,0.31305607146008085,0.00035488651176055337
302.txt,109,0.01666669999999998,5,0.21378966158037993,0.0005946185727896118
303.txt,31,0.01666669999999998,5,0.3401644913167596,0.0005865588970515618
304.txt,22,0.01666667000000001,5,0.29413569058136874,0.0006609098441039801
305.txt,38,0.01666669999999998,5,1.0390177408096588,0.0005344419381233947
306.txt,33,0.01666669999999998,5,0.5172482899325571,0.0005943556325986657
307.txt,32,0.01666669999999998,5,0.3490721201820453,0.0004773223166626165
308.txt,25,0.016666684999999994,5,0.3709421014144787,0.0006478907649148393
309.txt,25,0.016666684999999994,5,0.2690680140385407,0.000518222518355537
310.txt,45,0.016666699999999923,5,0.6755504777612172,0.0003929533168413215
311.txt,24,0.01666667000000001,5,0.4676592430300615,0.0004107853970805195
312.txt,40,0.01666669999999998,5,0.5530629026861096,0.0007783074217660259
313.txt,25,0.016666684999999994,5,3.8453506874102477,0.001005856010802656
314.txt,38,0.01666669999999998,5,0.5303090394200708,0.0005258973154631059
315.txt,24,0.01666667000000001,5,0.3497478003677989,0.0005732686274650258
316.txt,23,0.016666684999999994,5,0.2528496710225914,0.0006092443476001149
317.txt,23,0.016666684999999994,5,0.26323159632949045,0.0005194251375610328
318.txt,34,0.01666669999999998,5,0.46082895645755734,0.0004986920580222698
319.txt,35,0.01666669999999998,5,0.48236111740835835,0.0004280854991988099
320.txt,21,0.016666670000000005,5,0.2966530708461728,0.0005475163160127325
321.txt,38,0.01666669999999998,5,0.4019670217782191,0.0005373320536664981
322.txt,37,0.01666669999999995,5,0.49398432524163094,0.00043593257399039643
323.txt,40,0.01666669999999998,5,0.6112232094105867,0.0006212192376573669
324.txt,25,0.016666684999999994,5,0.2412834585800964,0.0005839291655956303
325.txt,39,0.01666669999999995,5,0.62958854846303,0.000612761331010007
326.txt,38,0.01666669999999998,5,0.5808634162809171,0.0004920538739430797
327.txt,40,0.01666669999999998,5,0.9755135281203577,0.0006219734981369112
328.txt,27,0.016666684999999994,5,0.5964118799738173,0.0006942746437979715
329.txt,27,0.016666684999999994,5,0.3396001384758162,0.000433308595899982
330.txt,24,0.01666667000000001,5,0.26074148610628156,0.0006231028802803962
331.txt,40,0.01666669999999998,5,0.6294687874692426,0.0003506004048994343
332.txt,37,0.01666669999999995,5,0.6406491945088987,0.00047286138796564224
333.txt,35,0.01666669999999998,5,1.1574759852434342,0.0005446968451500641
334.txt,42,0.016666699999999923,5,0.4872038269453634,0.0004568543219319051
335.txt,35,0.01666669999999998,5,0.5422103974550682,0.0004878965574072345
336.txt,33,0.01666669999999998,5,0.46563876077525634,0.0005079746760008277
337.txt,28,0.01666669999999998,5,0.2444246167942124,0.0006946041332040615
338.txt,40,0.01666669999999998,5,0.35794761211908466,0.0004926105908565159
339.txt,35,0.01666669999999998,5,0.3271140392179114,0.0005684681703346252
340.txt,40,0.01666669999999998,5,0.5480916054308383,0.0005682185427329849
341.txt,33,0.01666669999999998,5,0.5389109026671387,0.0006485425938337158
342.txt,44,0.016666699999999923,5,0.6244965641495462,0.0004128212712731524
343.txt,31,0.01666669999999998,5,0.757982065285902,0.0006193952914866274
344.txt,22,0.01666667000000001,5,0.36124919154836954,0.0005938221517105898
345.txt,32,0.01666669999999998,5,0.4791826226339963,0.0005519299245160327
346.txt,35,0.01666669999999998,5,0.504969054694012,0.00043978573746451837
347.txt,23,0.016666684999999994,5,0.2521438886587899,0.000730271351259192
348.txt,27,0.016666684999999994,5,1.0128111686812853,0.0007613213094729155
349.txt,29,0.01666669999999998,5,0.40832312443818836,0.0006257748046761107
350.txt,34,0.01666669999999998,5,0.6679356493510872,0.0002968034057845357
351.txt,30,0.01666669999999998,5,0.6115237821888678,0.0005288303697392185
352.txt,23,0.016666684999999994,5,0.37596371871447865,0.0005302460150935848
353.txt,39,0.01666669999999995,5,0.7747943628910495,0.0006039689630652599
354.txt,34,0.01666669999999998,5,0.5226786165400191,0.0005732530969213567
355.txt,35,0.01666669999999998,5,0.30578802519846704,0.0005080934419094824
356.txt,26,0.01666669999999998,5,0.3798775656835151,0.0004989738140515375
357.txt,34,0.01666669999999998,5,0.7619815856087863,0.0004846682732017914
358.txt,36,0.01666669999999998,5,0.9514891780735657,0.00037579608910172444
359.txt,19,0.016666670000000005,5,0.4090902171500194,0.000524275594292187
360.txt,25,0.016666684999999994,5,0.38151245952633145,0.00044681135090829263
361.txt,19,0.016666670000000005,5,0.3117327232694513,0.0005747082311051782
362.txt,23,0.016666684999999994,5,0.3211945326948285,0.0005256136943555405
363.txt,37,0.01666669999999995,5,0.48715009304660584,0.000493251570777515
364.txt,41,0.01666669999999995,5,0.47069441735218,0.00047595671858852916
365.txt,35,0.01666669999999998,5,0.3206685933141249,0.00047722747551725913
366.txt,33,0.01666669999999998,5,0.5223742683384238,0.0004635745012758031
367.txt,28,0.01666669999999998,5,0.4740330133818004,0.0005804870060045185
368.txt,24,0.01666667000000001,5,0.406585539395836,0.0006330083006804046
369.txt,38,0.01666669999999998,5,0.4794151307339094,0.0006190430692821617
370.txt,35,0.01666669999999998,5,0.42483781919703373,0.0003954953119878359
371.txt,27,0.016666684999999994,5,0.3911584692799193,0.00046344938973451316
372.txt,20,0.01666667000000001,5,0.2127960611217825,0.0003966438315297892
373.txt,28,0.01666669999999998,5,0.4043979673709962,0.0005209252335761927
374.txt,39,0.01666669999999995,5,0.5107846573310575,0.0004502391625913513
375.txt,38,0.01666669999999998,5,2.8352714890507924,0.0015739793176654147
376.txt,39,0.017,5,0.34829703722103755,4.311764910378903
