t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-0.6466043,,,-0.2422019515596099,
0.01666667,-0.650641,-0.1216122,,-0.12161101216109935,14.470918516188675
0.03333333,-0.650658,-0.4426255,-3.040065,-0.4426260442626026,-52.99271466400983
0.05,-0.6653952,-0.4310826,-17.40064,-0.43108491378301833,54.37761824895045
0.06666667,-0.6650275,-0.723571,2.573701,-0.7235700723570074,-89.47588394370636
0.08333333,-0.6895142,-0.7288338,-22.23433,-0.7288320728832086,88.84444400685014
0.1,-0.6893219,-1.001886,7.860015,-1.001884897926612,-121.61050425327247
0.1166667,-0.7229104,-1.006296,17.24464,-1.0062970062970067,121.08155989716568
0.1333333,-0.7228651,0.005589946,-11.17376,0.005589005589004768,0.3445186769986123
0.15,-0.7227241,-1.330762,-22.88488,-1.3307583384833217,-160.70587717584866
0.1666667,-0.7672238,-1.331497,-37.17592,-1.331497331497333,160.61816189856927
0.1833333,-0.7671073,-1.745816,16.44719,-1.745818745818746,-210.33663218019825
0.2,-0.8254177,-1.72819,-40.37816,-1.7281885436229119,212.4509901951895
0.2166667,-0.8247137,-2.038296,24.29283,-2.0382980382980387,-249.66555312039765
0.2333333,-0.8933609,-2.059919,-49.46991,-2.0599190599190593,247.07103571490958
0.25,-0.8933776,-2.451711,28.51009,-2.4517060965878064,-294.0839036632095
0.2666667,-0.9750846,-2.453728,-72.58122,-2.4537324537324547,293.842504343676
0.2833333,-0.9751686,-3.344318,-68.91962,-3.344325344325345,-400.7134374729567
0.3,-1.086562,-6.133524,-1.803775,-6.133499733000529,66.01077595663338
0.3166667,-1.179619,-3.121891,38.96624,-3.1218931218931214,295.3830668869717
0.3333333,-1.190625,-3.766229,42.7434,-3.7662337662337753,-372.7037895664058
0.35,-1.30516,-3.428157,-10.67349,-3.428153143693709,413.2711469137602
0.3666667,-1.304897,-2.355555,78.16014,-2.355572355572355,-284.56341713516
0.3833333,-1.383679,-2.334169,-151.7456,-2.3341523341523374,287.1338145647673
0.4,-1.382702,-5.585093,-15.71579,-5.585088829822337,-677.2436910225274
0.4166667,-1.569849,-5.614384,-54.45752,-5.614415614415621,673.7285262728228
0.4333333,-1.569849,-4.366246,117.7132,-4.366234366234362,-523.9470760539704
0.45,-1.71539,-4.364204,-85.16964,-4.364181271637454,524.1903032366886
0.4666667,-1.715322,-4.666217,69.5685,-4.666234666234662,-560.440000728963
0.4833333,-1.870931,-4.670273,-90.27747,-4.6702846702846665,559.9540012149616
0.5,-1.870998,-4.966188,75.03065,-4.966160067679866,-595.4556181751441
0.5166667,-2.03647,-4.962958,85.19205,-4.962964962964969,595.8426050225883
0.5333333,-2.03643,0.00127461,-6.989068,0.001260001260004185,-0.13680072720134084
0.55,-2.036428,-5.167384,-88.62742,-5.167369665260673,-620.0975196074465
0.5666667,-2.208676,-5.167443,-37.11946,-5.167445167445171,620.0921799090636
0.5833333,-2.208676,-3.666313,,-3.666303666303663,-439.9555600453215
0.6,-2.330886,,,-7.33258533482936,
