t,y,vy_tracker,ay_tracker,y_sg,vy_sg,ay_sg,y_spline,vy_spline,ay_spline
0.0,-0.9036435,,,-0.9041373542857144,0.30517410393758626,-37.468701553620136,-0.9036472460685054,-0.6678547461347913,98.08524991893009
0.01666667,-0.9054506,-0.05804219,,-0.9034751828571422,-0.17891778502155586,-20.622208939656012,-0.9054307400987854,0.19730338489176863,5.733705040466127
0.03333333,-0.9055783,-0.3354375,-3.775808,-0.9085414257142856,-0.38223423553154134,-3.7757163256907234,-0.9056215328801055,-0.47673034038309914,-86.617784427082
0.05,-0.9166319,-0.3320588,-15.07976,-0.9120636799999999,-0.28522292955414486,-15.079619681460088,-0.9165900476835647,-0.29905657440132744,107.93863208072509
0.06666667,-0.9166469,-0.6096857,-32.80069,-0.9200013457142858,-0.49204501590997296,-32.80060022603874,-0.9166317589085441,-0.3088836507624671,-109.11788100821205
0.08333333,-0.9369547,-1.593137,-6.199956,-0.9401847314285714,-1.8595907808184364,-6.199998057125299,-0.9370738027785035,-2.152486755553345,-112.1145800596777
0.1,-0.9697515,-0.9778519,-6.505461,-0.9593097942857143,-0.823626852746294,-6.505842548031808,-0.9695355428909935,-0.6038501864974699,297.9509311791124
0.1166667,-0.9695498,-1.287903,11.38115,-0.9834983857142857,-1.3382558234883604,11.380943047611709,-0.969782989540059,-1.3197693270977169,-383.8610562308919
0.1333333,-1.012682,-1.295904,21.93678,-1.0015899457142856,-1.5128874742250602,21.93718082261853,-1.0125592287152845,-1.8613858564716181,318.86681272904974
0.15,-1.012747,-0.00207848,-12.33549,-1.0117007885714284,0.4890200219599663,-12.334887803256038,-1.0126431126849882,1.0504438747390985,30.55205617849834
0.1666667,-1.012751,-1.654778,-28.26821,-1.0269406571428572,-1.93037613924772,-28.267601215195555,-1.0131313769732195,-2.4433761229402053,-449.8096173848923
0.1833333,-1.067906,-1.653829,-65.06141,-1.0459292857142857,-1.4751720496559102,-65.06151118226603,-1.067274185685891,-1.1105938208250798,609.7441333767713
0.2,-1.067878,-2.724667,9.994118,-1.0959742000000001,-2.9029891940216146,9.993560025720626,-1.0686930107448736,-3.1154116320660568,-850.3217895703759
0.2166667,-1.158728,-2.725488,-35.96463,-1.1284759142857144,-2.7780694438611135,-35.96488471174507,-1.15780337226686,-2.722980645043166,897.4134138298743
0.2333333,-1.158728,-2.410892,51.96703,-1.1871674857142858,-2.3577252845494385,51.96682070393831,-1.1597126369035113,-2.3761229206554475,-855.7903204109743
0.25,-1.239091,-2.415229,-63.57317,-1.2097278571428571,-2.3081953836092453,-63.572659994819674,-1.2380645487443798,-2.219469816816768,874.5886552749462
0.2666667,-1.239236,-3.061832,30.31931,-1.2722939428571427,-3.170313659372688,30.319593007221897,-1.2402944913042122,-3.2507025947939967,-998.336341136842
0.2833333,-1.341152,-3.057494,-39.66507,-1.3072718,-3.117998764002479,-39.664641341275114,-1.3400867100809255,-3.141829809309656,1011.4011276541089
0.3,-1.341152,-2.689983,58.71439,-1.3729446285714282,-2.6287247425505242,58.71370800207717,-1.3421888242997118,-2.5230797711389727,-937.1512715733389
0.3166667,-1.430818,-2.689983,-30.98951,-1.4013357142857141,-2.7634944730110647,-30.989704612484843,-1.4298289379509512,-2.919419815601578,889.590561359247
0.3333333,-1.430818,-2.248852,21.28227,-1.4550801142857142,-2.0178659642680685,21.282086300142282,-1.4317843057425232,-1.926353004125302,-770.4220673081174
0.35,-1.50578,-3.193676,-114.6191,-1.4831880285714285,-3.0601088797822484,-114.61839866880291,-1.504758448568021,-2.8624166950980277,658.0946490462268
0.3666667,-1.537274,-4.939895,24.81354,-1.5698443142857141,-5.388384223231569,24.813672173785108,-1.538441206248523,-5.822183910155154,-1013.2660045103704
0.3833333,-1.670443,-3.995071,-45.41176,-1.6267079714285713,-3.792292415415176,-45.41176120991554,-1.6690925790229119,-3.4291237530581116,1300.4343720354857
0.4,-1.670443,-4.266869,63.82754,-1.7184306571428571,-4.312161375677277,63.8272304051095,-1.671941678725598,-4.491564188895475,-1427.9269693507745
0.4166667,-1.812672,-4.266869,-79.50688,-1.7633777142857143,-4.2359415281169674,-79.50671054426698,-1.811102615206872,-4.166374880962171,1466.949608257493
0.4333333,-1.812672,-4.452385,69.96605,-1.8630264,-4.483301033397936,69.96572013684101,-1.8142058597167863,-4.450367654697314,-1501.0288774227872
0.45,-1.961085,-4.452385,-85.86743,-1.9094054571428571,-4.4060011879976315,-85.86737081588637,-1.9597425945688103,-4.787225575178659,1460.606007810765
0.4666667,-1.961085,-4.730659,-82.68715,-2.0015011714285715,-4.027251945496118,-82.68601211276177,-1.9620539471151313,-3.013332551085048,-1247.7392706530056
0.4833333,-2.118774,-9.229424,3.975344,-2.1167860285714286,-10.767623464753086,3.975926953420867,-2.1182595908708413,-11.692677578238271,206.21370129234347
0.5,-2.268732,-4.498764,,-2.270057314285713,-6.086662112390016,557.7383119016705,-2.2689036537586196,-5.448972879234006,543.0293641020384
0.5166667,-2.268732,,,-2.2684006714285685,7.82369078119004,1111.500696849921,-2.2687056232514906,6.408337427120643,879.8450269117344
