t,y,vy_tracker,ay_tracker,vy_newton,ay_newton
0.0,-1.139458,,,0.007259998548002554,
0.01666667,-1.139337,-0.4162029,,-0.4162200416220024,-50.817625147450656
0.03333333,-1.153332,-0.4155232,-19.08868,-0.4155300415530059,50.900425139170245
0.05,-1.153188,-0.7608768,1.126766,-0.7608598478280271,-92.33996306401015
0.06666667,-1.178694,-0.7674151,-25.39344,-0.7674000767400059,91.55519068464159
0.08333333,-1.178768,-1.120032,7.096337,-1.120020112002017,-133.86958645320365
0.1,-1.216028,-1.118234,-29.42195,-1.1182487699263515,134.0818257907974
0.1166667,-1.216043,-1.419478,13.82715,-1.4194814194814176,-170.2304514755766
0.1333333,-1.263344,-1.424258,-55.24978,-1.4242514242514224,169.6580520479747
0.15,-1.263518,-2.324004,-61.55649,-2.324005351989294,-277.6272894897319
0.1666667,-1.340811,-4.376455,4.888864,-4.376464376464377,31.332887138849532
0.1833333,-1.4094,-2.050838,33.04531,-2.050832050832054,247.74243378638732
0.2,-1.409172,-2.380399,29.41312,-2.38037523924952,-287.2860508546469
0.2166667,-1.488746,-2.389971,-40.77636,-2.3899823899823915,286.1349118784516
0.2333333,-1.488838,-2.37748,39.53275,-2.377502377502378,-284.6373133760465
0.25,-1.567996,-2.422916,37.02465,-2.422915154169688,279.1860832545497
0.2666667,-1.569602,-0.1343287,-5.788211,-0.1343101343101362,-4.5540574597999335
0.2833333,-1.572473,-2.610711,-40.48187,-2.61072261072261,-292.61484537189153
0.3,-1.656626,-2.534269,-114.3923,-2.534274931450136,301.78679285162116
0.3166667,-1.656949,-4.689714,6.494118,-4.6897246897246925,-560.4436091925908
0.3333333,-1.81295,-4.68002,-9.235043,-4.680034680034688,561.6064080297955
0.35,-1.81295,-2.61906,82.48113,-2.619054761890475,-314.28594285497064
0.3666667,-1.900252,-3.58385,-35.57254,-3.583833583833584,198.51390684931053
0.3833333,-1.932411,-2.829457,41.02344,-2.8294528294528263,-107.98839737463877
0.4,-1.994567,-2.837271,-64.59659,-2.837274325451348,107.04917180288308
0.4166667,-2.026987,-4.267493,24.19344,-4.26750426750428,-278.6780936599538
0.4333333,-2.136817,-3.292772,-100.0087,-3.29277329277329,395.6455766927053
0.45,-2.136746,-5.53591,17.84524,-5.53588892822213,-664.8165407311782
0.4666667,-2.321347,-5.542358,,-5.542355542355539,664.0445328463823
0.4833333,-2.321491,,,-0.008640034560146864,
