,masa A,,,,,,
t,x,y,vx,vy,ax,ay,
0.000000E0,-1.584152E-1,-8.787994E-1,,,,
1.666667E-2,-1.578065E-1,-8.778800E-1,1.466794E-2,2.409773E-2,,
3.333333E-2,-1.579263E-1,-8.779962E-1,-5.818474E-3,-6.163683E-3,-5.930557E-1,-9.769516E-1
5.000000E-2,-1.580004E-1,-8.780854E-1,-1.945913E-3,-3.991698E-3,7.726362E-1,-1.320334E-1
6.666667E-2,-1.579911E-1,-8.781292E-1,1.796942E-2,-9.333660E-3,1.099779E0,-2.453827E0
8.333333E-2,-1.574015E-1,-8.783965E-1,3.883597E-2,-7.891364E-2,3.159062E-1,-1.058375E0
1.000000E-1,-1.566966E-1,-8.807597E-1,2.891163E-2,-7.164093E-2,9.686173E-1,-1.220078E1
1.166667E-1,-1.564377E-1,-8.807846E-1,6.039686E-2,-3.996953E-1,2.422949E-1,-4.532682E0
1.333333E-1,-1.546834E-1,-8.940829E-1,5.841163E-2,-4.029457E-1,2.273185E-1,-1.697378E1
1.500000E-1,-1.544907E-1,-8.942161E-1,4.360130E-2,-6.972876E-1,1.094957E0,-3.438140E1
1.666667E-1,-1.532300E-1,-9.173258E-1,1.063684E-1,-1.750384E0,2.219793E-1,-5.955860E0
1.833333E-1,-1.509451E-1,-9.525622E-1,6.543872E-2,-1.052901E0,-1.282458E0,-5.802317E0
2.000000E-1,-1.510487E-1,-9.524225E-1,3.313550E-2,-1.388976E0,-1.493635E0,1.200280E1
2.166667E-1,-1.498406E-1,-9.988614E-1,4.155060E-2,-1.401499E0,9.914773E-1,-3.779395E1
2.333333E-1,-1.496637E-1,-9.991391E-1,4.658490E-2,-1.798881E0,-8.320879E-1,1.713584E1
2.500000E-1,-1.482877E-1,-1.058824E0,3.526721E-2,-1.792813E0,-1.122271E0,3.086489E1
2.666667E-1,-1.484881E-1,-1.058900E0,-9.792698E-3,-4.511903E-3,1.292338E0,-1.229694E1
2.833333E-1,-1.486142E-1,-1.058975E0,7.407513E-2,-2.151466E0,1.457759E0,-3.662307E1
3.000000E-1,-1.460189E-1,-1.130615E0,7.354447E-2,-2.146169E0,-4.209619E0,-8.815773E1
3.166667E-1,-1.461627E-1,-1.130513E0,-8.978993E-2,-3.646601E0,-4.060781E0,1.106979E1
3.333333E-1,-1.490119E-1,-1.252168E0,-8.547766E-2,-3.649649E0,-3.716158E-1,-3.416367E1
3.500000E-1,-1.490119E-1,-1.252168E0,-5.788990E-2,-2.818216E0,1.547672E0,7.679460E1
3.666667E-1,-1.509416E-1,-1.346109E0,-6.928216E-2,-2.818915E0,5.266653E0,-7.074990E1
3.833333E-1,-1.513213E-1,-1.346132E0,1.189696E-1,-3.472996E0,4.414868E0,3.711142E1
4.000000E-1,-1.469759E-1,-1.461876E0,1.303619E-1,-3.472298E0,-1.247056E1,2.472866E1
4.166667E-1,-1.469759E-1,-1.461876E0,-3.099361E-1,-1.015594E0,-8.215301E-1,1.935121E1
4.333333E-1,-1.573071E-1,-1.495729E0,-4.856745E-2,-3.415685E0,1.099380E1,-1.560480E2
4.500000E-1,-1.485949E-1,-1.575732E0,2.963687E-1,-6.259242E0,1.349343E1,-4.452468E-1
4.666667E-1,-1.474282E-1,-1.704370E0,2.318066E-1,-4.158202E0,-1.456403E1,-1.178063E0
4.833333E-1,-1.408680E-1,-1.714338E0,-4.751235E-2,-4.513552E0,-8.762154E0,6.519176E1
5.000000E-1,-1.490119E-1,-1.854822E0,-2.443189E-1,-4.214502E0,-2.559330E0,-6.827794E1
5.166667E-1,-1.490119E-1,-1.854822E0,0.000000E0,-4.397741E0,8.376649E0,6.910736E1
5.333333E-1,-1.490119E-1,-2.001413E0,0.000000E0,-4.397741E0,1.047081E1,-9.423730E1
5.500000E-1,-1.490119E-1,-2.001413E0,3.053987E-1,-4.947458E0,9.423730E0,-1.057552E2
5.666667E-1,-1.388320E-1,-2.166328E0,4.275581E-1,-9.955997E0,-3.141243E0,-1.047081E0
5.833333E-1,-1.347600E-1,-2.333280E0,1.221595E-1,-5.008538E0,,
6.000000E-1,-1.347600E-1,-2.333280E0,,,,
