,masa A,,,,,,
t,x,y,vx,vy,ax,ay,
0.000000E0,-1.170891E-2,-9.771566E-1,,,,
1.666667E-2,-1.195673E-2,-9.769078E-1,-9.563510E-2,-3.557186E-1,,
3.333333E-2,-1.489675E-2,-9.890139E-1,-7.467836E-2,-3.518762E-1,2.162071E-2,-1.591656E1
5.000000E-2,-1.444600E-2,-9.886370E-1,-4.414305E-2,-6.327053E-1,1.876151E0,1.291928E0
6.666667E-2,-1.636818E-2,-1.010104E0,-5.555108E-2,-6.418557E-1,-1.579945E0,-2.436768E1
8.333333E-2,-1.629771E-2,-1.010032E0,-6.033500E-2,-1.020344E0,-1.917057E0,-3.997424E1
1.000000E-1,-1.837935E-2,-1.044116E0,-1.437470E-1,-2.320100E0,-2.990522E-1,-4.608954E0
1.166667E-1,-2.108927E-2,-1.087369E0,-7.848161E-2,-1.292320E0,2.382241E0,3.577981E-1
1.333333E-1,-2.099540E-2,-1.087193E0,-3.220802E-2,-1.658226E0,2.004939E0,1.582312E1
1.500000E-1,-2.216287E-2,-1.142643E0,-3.892437E-2,-1.665204E0,-1.983107E0,-3.733364E1
1.666667E-1,-2.229288E-2,-1.142700E0,-7.448667E-2,-1.916221E0,3.303117E-2,2.417723E1
1.833333E-1,-2.464576E-2,-1.206517E0,-7.130408E-2,-1.916446E0,-3.754582E0,-8.110035E1
2.000000E-1,-2.466968E-2,-1.206581E0,-1.490609E-1,-3.325350E0,-1.106183E-1,8.700721E0
2.166667E-1,-2.961446E-2,-1.317362E0,-1.483433E-1,-3.323425E0,-1.206755E0,-3.335352E1
2.333333E-1,-2.961446E-2,-1.317362E0,-1.100863E-1,-2.636448E0,2.967359E0,6.886487E1
2.500000E-1,-3.328400E-2,-1.405244E0,-1.168384E-1,-2.633090E0,-4.139588E0,-6.564061E1
2.666667E-1,-3.350907E-2,-1.405132E0,-1.791572E-1,-3.231063E0,9.346228E-1,3.488774E1
2.833333E-1,-3.925591E-2,-1.512946E0,-1.724051E-1,-3.234420E0,3.187018E0,5.533209E1
3.000000E-1,-3.925591E-2,-1.512946E0,1.490998E-14,-0.000000E0,-6.555048E0,6.855964E1
3.166667E-1,-3.925591E-2,-1.512946E0,-3.635940E-1,-1.234764E0,-6.447586E0,3.485580E1
3.333333E-1,-5.137571E-2,-1.554105E0,-3.698516E-1,3.992453E-1,2.022309E1,-2.081823E2
3.500000E-1,-5.158429E-2,-1.499638E0,4.049145E-1,-5.872362E0,1.962202E1,-1.143575E2
3.666667E-1,-3.787856E-2,-1.749850E0,4.111721E-1,-7.506371E0,-1.533433E1,-6.334601E1
3.833333E-1,-3.787856E-2,-1.749850E0,-2.479230E-1,-3.966768E0,-1.834744E1,1.893596E2
4.000000E-1,-4.614266E-2,-1.882076E0,-2.479230E-1,-3.966768E0,-1.135713E1,-4.789692E0
4.166667E-1,-4.614266E-2,-1.882076E0,-4.552110E-1,-2.123083E0,6.488806E-1,9.754030E1
4.333333E-1,-6.131636E-2,-1.952845E0,-4.566028E-1,-2.183384E0,2.626812E1,-1.957869E2
4.500000E-1,-6.136275E-2,-1.954855E0,5.378520E-1,-6.802145E0,2.487527E1,-4.174930E1
4.666667E-1,-4.338796E-2,-2.179583E0,5.392438E-1,-6.741844E0,-2.194679E1,-2.969517E1
4.833333E-1,-4.338796E-2,-2.179583E0,-3.718845E-1,-4.297332E0,-2.628023E1,1.560637E2
5.000000E-1,-5.578411E-2,-2.322828E0,-4.132050E-1,-4.338652E0,,
5.166667E-1,-5.716146E-2,-2.324205E0,,,,
